MOE3.Percentage of unspent funds,com_post_MOPs.Communication System.Time to get info,com_post_MOPs.Computer.Processing time,comms_MOPs.Satellite.Receiving time,comms_MOPs.Satellite.Sending time,target.Distance from base,target.Distance from optimized path start,environment.Precipitation,environment.Wind speed,h.Analysis time,h.Rescue in region time,h.Time to hospital,h.Time to prepare,h.Time to region,laptop.Recognition software 4.Confirmation time,MOE1.Fuel cost improvement rate,MOE2.Time improvement Rate,rescue unit MOPs.Fuel cost,rescue unit MOPs.Time to rescue,search unit MOPs.Fuel cost,search unit MOPs.Time to detect,Total MOPs.Fuel consumption cost,Total MOPs.Mission time,UAV.Conditional cruise speed,UAV.Conditional max speed,UAV.Search time,UAV.Time to prepare,UAV.Time to region,UAV.Camera 4.Transparency,UAV.On-board analysis system 4.Analysis time,UAV.On-board analysis system 4.Image recognition algorithm accuracy,UAV.On-board analysis system 4.Transmission delay,UAV.On-board navigation system 4.Navigation algorithm accuracy
37.5000,0.0173,0.0163,0.0010,0.0010,11.2195,5.1845,0.1553,5.7352,8.6036,0.0306,0.0935,0.0296,0.0935,1.7496,30.9667,6.4275,79.3873,0.2472,0.0010,0.1849,79.3883,0.4679,100.0000,100.0000,0.0528,0.0107,0.1214,1.0000,0.4342,0.9878,1.1399,0.9965
37.5000,0.0254,0.0161,0.0010,0.0008,12.5317,3.9278,0.2611,13.2045,8.6327,0.0302,0.1203,0.0209,0.1203,1.5708,12.3606,-11.2240,100.7840,0.2917,0.0013,0.2212,100.7853,0.5561,100.0000,100.0000,0.0402,0.0082,0.1728,1.0000,0.4181,0.9833,1.2229,0.9973
37.5000,0.0309,0.0145,0.0006,0.0006,16.8839,4.2252,0.0677,15.5729,8.5175,0.0301,0.1667,0.0195,0.1667,1.3913,-19.8536,-59.9128,137.8294,0.3829,0.0022,0.3701,137.8316,0.7996,84.4271,84.4271,0.0507,0.0151,0.3043,1.0000,0.2661,0.9978,0.8223,0.9861
37.5000,0.0307,0.0103,0.0007,0.0006,15.1398,5.9153,0.2002,9.5382,9.8994,0.0199,0.1262,0.0261,0.1262,1.3634,9.6399,-19.7611,103.9126,0.2983,0.0014,0.2583,103.9141,0.5988,100.0000,100.0000,0.0600,0.0130,0.1853,1.0000,0.4399,0.9957,1.3798,0.9972
37.5000,0.0200,0.0104,0.0006,0.0008,8.2976,4.6735,0.7039,7.8490,8.7986,0.0231,0.0982,0.0262,0.0982,1.5833,28.6414,17.1036,82.0617,0.2458,0.0007,0.1369,82.0624,0.4145,100.0000,100.0000,0.0476,0.0156,0.0736,0.9700,0.4039,0.9801,1.2050,0.9880
37.5000,0.0320,0.0149,0.0009,0.0006,11.7956,1.8259,0.7847,4.8005,9.4838,0.0219,0.1253,0.0325,0.1253,1.8505,10.0059,-17.2994,103.4918,0.3049,0.0014,0.2333,103.4932,0.5865,100.0000,100.0000,0.0192,0.0121,0.2020,0.9700,0.2656,0.9933,1.2141,0.9886
37.5000,0.0281,0.0115,0.0008,0.0010,15.9152,3.2212,0.9514,5.3073,9.2259,0.0237,0.1394,0.0268,0.1394,1.0232,-0.0683,-37.6821,115.0767,0.3293,0.0019,0.3176,115.0786,0.6884,95.1420,95.1420,0.0344,0.0109,0.2722,0.9500,0.2853,0.9851,0.6898,0.9809
37.5000,0.0198,0.0150,0.0009,0.0011,15.6152,1.1983,0.5734,4.7331,9.9939,0.0326,0.1301,0.0282,0.1301,1.8001,5.2171,-35.7693,108.9984,0.3211,0.0020,0.3209,109.0003,0.6788,100.0000,100.0000,0.0129,0.0138,0.2942,1.0000,0.2551,0.9991,1.2822,0.9806
37.5000,0.0287,0.0119,0.0010,0.0007,10.5617,3.1942,0.7773,8.5983,9.2831,0.0224,0.1132,0.0245,0.1132,1.8223,18.3062,-2.2596,93.9467,0.2734,0.0011,0.1957,93.9479,0.5113,100.0000,100.0000,0.0329,0.0122,0.1505,0.9700,0.2868,0.9845,1.4970,0.9803
37.5000,0.0231,0.0166,0.0011,0.0011,10.0803,1.5499,0.3798,2.2156,9.4064,0.0228,0.0840,0.0327,0.0840,1.0316,38.5837,7.0710,70.6275,0.2235,0.0012,0.1992,70.6287,0.4646,100.0000,100.0000,0.0162,0.0116,0.1714,1.0000,0.4467,0.9910,1.1712,0.9970
37.5000,0.0199,0.0113,0.0008,0.0006,8.0744,5.8882,0.8002,2.6546,8.9550,0.0267,0.0841,0.0325,0.0841,1.0256,38.0253,25.3392,71.2703,0.2273,0.0005,0.1134,71.2709,0.3733,100.0000,100.0000,0.0595,0.0094,0.0445,0.9700,0.2772,0.9908,1.0075,0.9884
37.5000,0.0305,0.0167,0.0007,0.0009,10.1996,1.1761,0.9454,16.4736,9.1757,0.0171,0.1076,0.0206,0.1076,1.5634,22.8934,-11.6691,88.6710,0.2530,0.0016,0.2565,88.6726,0.5583,78.9686,78.9686,0.0158,0.0083,0.2324,0.9500,0.3980,0.9846,1.2177,0.9841
37.5000,0.0285,0.0127,0.0006,0.0007,11.3244,1.1381,0.5712,2.3365,9.7695,0.0217,0.0944,0.0299,0.0944,1.5687,31.5199,-3.5348,78.7508,0.2403,0.0014,0.2349,78.7522,0.5177,100.0000,100.0000,0.0122,0.0149,0.2078,1.0000,0.3024,0.9884,1.2311,0.9815
37.5000,0.0174,0.0160,0.0006,0.0006,9.6197,1.1179,0.2104,1.0936,9.8298,0.0200,0.0802,0.0297,0.0802,1.8458,41.6277,12.2475,67.1270,0.2100,0.0012,0.1942,67.1282,0.4388,100.0000,100.0000,0.0122,0.0104,0.1715,1.0000,0.3760,0.9862,1.4703,0.9928
37.5000,0.0234,0.0120,0.0008,0.0009,13.1191,4.4611,0.8318,7.8653,9.4123,0.0300,0.1314,0.0258,0.1314,1.5410,4.6594,-17.3621,109.6404,0.3186,0.0013,0.2310,109.6417,0.5868,100.0000,100.0000,0.0453,0.0099,0.1758,0.9700,0.3307,0.9813,0.5995,0.9866
37.5000,0.0281,0.0114,0.0009,0.0010,13.4032,3.2545,0.9508,16.0971,8.1441,0.0275,0.1400,0.0294,0.1400,1.2976,-0.9833,-37.0491,116.1290,0.3369,0.0018,0.3069,116.1308,0.6852,79.7780,79.7780,0.0414,0.0101,0.2553,0.9500,0.3850,0.9996,0.6313,0.9976
37.5000,0.0257,0.0118,0.0010,0.0011,16.6270,1.1136,0.5047,7.9459,9.8350,0.0248,0.1386,0.0184,0.1386,1.1134,0.3718,-39.8138,114.5703,0.3203,0.0021,0.3392,114.5724,0.6991,100.0000,100.0000,0.0118,0.0113,0.3161,1.0000,0.3123,0.9868,0.9166,0.9820
37.5000,0.0293,0.0113,0.0008,0.0008,12.2762,0.9620,0.0134,8.0435,8.5527,0.0304,0.1023,0.0198,0.1023,1.3584,24.8647,-10.2863,86.4041,0.2548,0.0015,0.2544,86.4056,0.5514,100.0000,100.0000,0.0104,0.0130,0.2310,1.0000,0.3700,0.9893,1.2366,0.9806
37.5000,0.0207,0.0126,0.0010,0.0008,13.8913,2.3192,0.2057,1.8072,8.4919,0.0295,0.1158,0.0255,0.1158,1.2956,15.6188,-18.6936,97.0368,0.2865,0.0016,0.2718,97.0384,0.5935,100.0000,100.0000,0.0239,0.0117,0.2362,1.0000,0.3778,0.9805,1.0060,0.9806
37.5000,0.0205,0.0111,0.0008,0.0008,15.9658,3.7537,0.4206,4.9666,8.6507,0.0173,0.1330,0.0198,0.1330,1.6010,5.1850,-26.3495,109.0355,0.3032,0.0017,0.2954,109.0373,0.6317,100.0000,100.0000,0.0382,0.0122,0.2449,1.0000,0.3686,0.9889,0.5802,0.9984
37.5000,0.0279,0.0122,0.0006,0.0006,9.4522,4.8415,0.7810,14.5270,8.0096,0.0263,0.1180,0.0253,0.1180,1.1953,14.4870,4.0865,98.3392,0.2876,0.0008,0.1507,98.3400,0.4796,100.0000,100.0000,0.0491,0.0085,0.0931,0.9700,0.2693,0.9813,0.9398,0.9933
37.5000,0.0315,0.0101,0.0008,0.0010,16.9140,5.6925,0.9141,4.5974,9.2265,0.0258,0.1542,0.0287,0.1542,1.8594,-10.6342,-45.6887,127.2275,0.3629,0.0019,0.3222,127.2294,0.7284,91.4119,91.4119,0.0631,0.0084,0.2507,0.9500,0.3179,0.9805,0.8364,0.9802
37.5000,0.0201,0.0101,0.0006,0.0011,11.1372,4.1464,0.0417,6.5858,9.0444,0.0306,0.0928,0.0177,0.0928,1.3255,31.4381,7.7326,78.8452,0.2339,0.0011,0.1956,78.8462,0.4613,100.0000,100.0000,0.0422,0.0117,0.1416,1.0000,0.3376,0.9837,1.1425,0.9894
37.5000,0.0270,0.0088,0.0008,0.0011,9.1900,5.9223,0.4929,12.5061,8.2958,0.0197,0.0766,0.0280,0.0766,1.4503,44.1494,24.2334,64.2275,0.2009,0.0007,0.1403,64.2282,0.3788,100.0000,100.0000,0.0600,0.0141,0.0663,1.0000,0.3083,0.9901,0.9528,0.9903
37.5000,0.0318,0.0091,0.0008,0.0007,16.2291,0.3830,0.1613,10.5540,9.6989,0.0278,0.1352,0.0319,0.1352,1.9106,2.2918,-41.4362,112.3624,0.3301,0.0021,0.3346,112.3645,0.7072,100.0000,100.0000,0.0047,0.0103,0.3197,1.0000,0.3050,0.9983,0.7459,0.9923
37.5000,0.0257,0.0124,0.0009,0.0006,13.9595,3.5183,0.6377,2.7553,9.9070,0.0313,0.1163,0.0184,0.1163,1.1739,14.9972,-15.9173,97.7517,0.2823,0.0015,0.2576,97.7532,0.5796,100.0000,100.0000,0.0360,0.0094,0.2122,1.0000,0.4806,0.9867,1.4428,0.9852
37.5000,0.0278,0.0159,0.0008,0.0007,14.8126,2.1598,0.4159,11.8462,8.0680,0.0252,0.1234,0.0199,0.1234,1.0257,10.8423,-24.2588,102.5296,0.2920,0.0017,0.2840,102.5313,0.6213,100.0000,100.0000,0.0223,0.0081,0.2536,1.0000,0.3295,0.9950,1.2852,0.9989
37.5000,0.0237,0.0153,0.0007,0.0006,13.9621,4.9566,0.9131,16.6889,9.1790,0.0221,0.1530,0.0252,0.1530,1.0437,-9.2840,-42.7538,125.6748,0.3532,0.0018,0.3203,125.6766,0.7138,76.0692,76.0692,0.0659,0.0132,0.2411,0.9500,0.2693,0.9897,1.4563,0.9828
37.5000,0.0282,0.0148,0.0007,0.0009,14.4541,0.0413,0.2900,16.5724,8.1855,0.0242,0.1444,0.0266,0.1444,1.7097,-3.5912,-48.6554,119.1276,0.3395,0.0023,0.3592,119.1298,0.7433,83.4276,83.4276,0.0013,0.0086,0.3493,1.0000,0.3055,0.9849,0.8044,0.9898
37.5000,0.0290,0.0108,0.0006,0.0010,16.2716,5.1674,0.7427,11.3877,9.9905,0.0179,0.1826,0.0221,0.1826,1.4128,-29.3474,-47.1212,148.7478,0.4052,0.0017,0.2890,148.7495,0.7356,100.0000,100.0000,0.0525,0.0117,0.2248,0.9700,0.4856,0.9956,0.9895,0.9890
37.5000,0.0251,0.0121,0.0010,0.0007,11.0774,1.3880,0.7657,13.4450,8.8386,0.0269,0.1393,0.0175,0.1393,1.1498,-0.3981,-16.3848,115.4564,0.3230,0.0013,0.2201,115.4578,0.5819,100.0000,100.0000,0.0147,0.0091,0.1963,0.9700,0.4716,0.9905,1.1840,0.9885
37.5000,0.0280,0.0138,0.0009,0.0010,16.2344,1.4965,0.3571,2.9606,8.1563,0.0211,0.1353,0.0237,0.1353,1.0378,3.1316,-37.3995,111.3967,0.3154,0.0020,0.3279,111.3987,0.6870,100.0000,100.0000,0.0156,0.0143,0.2980,1.0000,0.4678,0.9849,0.8513,0.9900
37.5000,0.0300,0.0091,0.0010,0.0006,12.0828,2.7280,0.6053,16.5044,9.8926,0.0306,0.1206,0.0328,0.1206,1.3741,12.1174,-24.1953,101.0634,0.3046,0.0016,0.2757,101.0650,0.6210,83.4956,83.4956,0.0333,0.0149,0.2275,1.0000,0.3013,0.9933,0.6582,0.9862
37.5000,0.0289,0.0088,0.0011,0.0007,15.1253,1.4545,0.2384,15.5809,8.7426,0.0226,0.1493,0.0308,0.1493,1.4833,-6.8114,-50.1570,122.8309,0.3520,0.0022,0.3594,122.8331,0.7508,84.4191,84.4191,0.0180,0.0112,0.3302,1.0000,0.4013,0.9806,0.8534,0.9814
37.5000,0.0172,0.0155,0.0007,0.0006,15.2782,3.5152,0.9724,3.9467,8.4682,0.0271,0.1309,0.0289,0.1309,1.1115,5.3777,-29.2944,108.8139,0.3178,0.0017,0.2948,108.8156,0.6465,97.2401,97.2401,0.0369,0.0150,0.2429,0.9500,0.3210,0.9889,1.1138,0.9972
37.5000,0.0329,0.0127,0.0009,0.0007,8.3100,5.2183,0.1126,1.4263,8.6343,0.0211,0.0693,0.0227,0.0693,1.3560,49.0750,28.5500,58.5632,0.1823,0.0006,0.1278,58.5638,0.3573,100.0000,100.0000,0.0531,0.0124,0.0623,1.0000,0.4582,0.9843,1.4614,0.9976
37.5000,0.0233,0.0159,0.0008,0.0007,10.9549,1.7106,0.0974,13.6724,8.5931,0.0229,0.1057,0.0226,0.1057,1.1003,23.4429,-3.8580,88.0394,0.2570,0.0013,0.2216,88.0407,0.5193,100.0000,100.0000,0.0177,0.0153,0.1886,1.0000,0.4119,0.9932,0.5080,0.9812
37.5000,0.0191,0.0126,0.0010,0.0010,11.8232,1.1324,0.4639,12.3884,9.5858,0.0246,0.0985,0.0319,0.0985,1.0207,28.2475,-5.9507,82.5139,0.2536,0.0014,0.2425,82.5153,0.5298,100.0000,100.0000,0.0120,0.0148,0.2158,1.0000,0.3384,0.9842,0.9247,0.9920
37.5000,0.0248,0.0091,0.0009,0.0009,14.5934,2.0340,0.2600,0.2298,8.9133,0.0213,0.1216,0.0249,0.1216,1.9366,12.6150,-22.4052,100.4910,0.2895,0.0018,0.2869,100.4928,0.6120,100.0000,100.0000,0.0213,0.0091,0.2565,1.0000,0.3702,0.9840,1.2117,0.9801
37.5000,0.0186,0.0166,0.0010,0.0007,14.3769,2.4735,0.2351,7.5387,8.0664,0.0221,0.1198,0.0320,0.1198,1.4694,13.7782,-21.8035,99.1534,0.2936,0.0016,0.2785,99.1550,0.6090,100.0000,100.0000,0.0256,0.0144,0.2384,1.0000,0.2804,0.9901,1.3156,0.9996
37.5000,0.0260,0.0141,0.0007,0.0009,14.9094,5.4789,0.9339,8.7658,9.3161,0.0275,0.1330,0.0253,0.1330,1.8336,3.8579,-27.9880,110.5619,0.3189,0.0016,0.2793,110.5635,0.6399,93.3869,93.3869,0.0596,0.0143,0.2055,0.9500,0.4520,0.9835,0.9628,0.9841
37.5000,0.0330,0.0108,0.0006,0.0009,13.1938,4.3418,0.4060,16.3895,8.3247,0.0310,0.1315,0.0298,0.1315,1.7691,4.4753,-29.1684,109.8518,0.3238,0.0016,0.2768,109.8534,0.6458,83.6105,83.6105,0.0529,0.0098,0.2142,1.0000,0.3552,0.9804,1.3156,0.9899
37.5000,0.0203,0.0102,0.0009,0.0011,8.6721,5.3601,0.9457,12.3809,8.5517,0.0312,0.0764,0.0204,0.0764,1.5001,42.7679,25.3313,65.8162,0.2044,0.0007,0.1364,65.8169,0.3733,94.5727,94.5727,0.0574,0.0082,0.0708,0.9500,0.4451,0.9806,0.5228,0.9925
37.5000,0.0318,0.0115,0.0011,0.0007,11.3685,0.4507,0.3595,0.4945,9.6134,0.0177,0.0947,0.0217,0.0947,1.3110,31.7833,-2.6404,78.4477,0.2289,0.0015,0.2392,78.4492,0.5132,100.0000,100.0000,0.0054,0.0139,0.2200,1.0000,0.4283,0.9814,1.3885,0.9937
37.5000,0.0291,0.0115,0.0008,0.0008,12.4175,1.9734,0.2640,2.1475,9.3260,0.0280,0.1035,0.0253,0.1035,1.7953,24.3608,-9.6299,86.9836,0.2603,0.0015,0.2455,86.9851,0.5481,100.0000,100.0000,0.0206,0.0126,0.2124,1.0000,0.3631,0.9853,0.8004,0.9847
37.5000,0.0301,0.0138,0.0009,0.0006,11.0091,3.8395,0.7088,16.9592,8.5732,0.0218,0.1559,0.0252,0.1559,1.8378,-11.2708,-27.5821,127.9601,0.3587,0.0013,0.2338,127.9614,0.6379,83.0408,83.0408,0.0471,0.0105,0.1763,0.9700,0.2771,0.9820,0.8357,0.9808
37.5000,0.0299,0.0100,0.0008,0.0007,14.5384,1.1628,0.0095,6.0092,8.1028,0.0187,0.1212,0.0251,0.1212,1.2416,13.2835,-24.9315,99.7222,0.2861,0.0018,0.2971,99.7240,0.6247,100.0000,100.0000,0.0123,0.0156,0.2692,1.0000,0.3505,0.9837,0.7776,0.9947
37.5000,0.0326,0.0128,0.0010,0.0007,15.3973,3.0416,0.6916,16.0802,8.7962,0.0291,0.1529,0.0208,0.1529,1.7762,-10.1643,-50.1258,126.6869,0.3557,0.0021,0.3478,126.6890,0.7506,83.9198,83.9198,0.0372,0.0100,0.3006,1.0000,0.4374,0.9829,1.2991,0.9802
37.5000,0.0269,0.0100,0.0009,0.0011,15.5162,0.6114,0.3330,10.1351,8.7400,0.0281,0.1293,0.0303,0.1293,1.7227,6.3905,-34.2988,107.6490,0.3170,0.0020,0.3157,107.6510,0.6715,100.0000,100.0000,0.0069,0.0088,0.3000,1.0000,0.3899,0.9917,0.8230,0.9947
37.5000,0.0287,0.0161,0.0007,0.0009,14.1596,4.2377,0.4937,10.2182,9.7870,0.0174,0.1180,0.0267,0.1180,1.6917,15.6483,-17.1535,97.0030,0.2801,0.0015,0.2593,97.0045,0.5858,100.0000,100.0000,0.0431,0.0140,0.2023,1.0000,0.3824,0.9834,0.5186,0.9822
37.5000,0.0225,0.0111,0.0008,0.0009,10.2493,0.4526,0.4130,9.1324,8.8884,0.0194,0.0854,0.0278,0.0854,1.4035,38.0512,6.5497,71.2398,0.2180,0.0013,0.2139,71.2411,0.4673,100.0000,100.0000,0.0053,0.0111,0.1975,1.0000,0.4282,0.9829,1.0571,0.9936
37.5000,0.0241,0.0139,0.0009,0.0007,11.6996,2.4900,0.3317,0.8038,8.3873,0.0207,0.0975,0.0311,0.0975,1.0796,29.4759,-1.9202,81.1015,0.2468,0.0013,0.2231,81.1028,0.5096,100.0000,100.0000,0.0257,0.0124,0.1850,1.0000,0.4515,0.9887,1.4982,0.9971
37.5000,0.0286,0.0163,0.0006,0.0008,15.5597,0.4283,0.3912,4.1886,9.1029,0.0241,0.1297,0.0255,0.1297,1.7030,6.6553,-36.0125,107.3445,0.3089,0.0020,0.3248,107.3464,0.6801,100.0000,100.0000,0.0052,0.0155,0.3041,1.0000,0.3696,0.9988,1.1712,0.9961
37.5000,0.0215,0.0104,0.0006,0.0009,15.2631,4.7268,0.7440,10.2579,8.5104,0.0289,0.1710,0.0179,0.1710,1.1956,-22.6992,-38.6183,141.1025,0.3887,0.0016,0.2711,141.1041,0.6931,100.0000,100.0000,0.0479,0.0092,0.2140,0.9700,0.2566,0.9868,0.9235,0.9860
37.5000,0.0330,0.0142,0.0008,0.0008,8.2990,1.9396,0.0886,6.8634,9.2143,0.0269,0.0692,0.0189,0.0692,1.9555,48.3795,21.6376,59.3626,0.1841,0.0009,0.1589,59.3635,0.3918,100.0000,100.0000,0.0204,0.0107,0.1278,1.0000,0.3350,0.9817,1.1700,0.9972
37.5000,0.0227,0.0089,0.0010,0.0009,13.2614,5.9890,0.9886,15.8059,9.2786,0.0256,0.1328,0.0176,0.1328,1.0953,4.3034,-21.1180,110.0496,0.3087,0.0014,0.2634,110.0510,0.6056,83.2383,83.2383,0.0727,0.0125,0.1781,0.9500,0.3263,0.9856,1.4308,0.9824
37.5000,0.0237,0.0143,0.0009,0.0009,12.8242,0.2194,0.7657,11.2982,8.5508,0.0266,0.1396,0.0321,0.1396,1.6254,-0.5674,-28.8446,115.6509,0.3379,0.0017,0.2666,115.6526,0.6442,100.0000,100.0000,0.0030,0.0096,0.2541,0.9700,0.3970,0.9819,0.7596,0.9934
37.5000,0.0325,0.0101,0.0010,0.0008,16.2492,5.1826,0.4354,14.4243,9.7152,0.0289,0.1582,0.0218,0.1582,1.5249,-13.8519,-40.3580,130.9281,0.3672,0.0017,0.2901,130.9297,0.7018,100.0000,100.0000,0.0526,0.0116,0.2260,1.0000,0.4748,0.9947,0.6542,0.9804
37.5000,0.0307,0.0149,0.0008,0.0006,9.5417,5.8425,0.5470,6.2727,9.9970,0.0230,0.0795,0.0174,0.0795,1.7808,41.6906,22.0120,67.0551,0.1994,0.0007,0.1437,67.0558,0.3899,100.0000,100.0000,0.0592,0.0099,0.0745,1.0000,0.3089,0.9951,0.7586,0.9964
37.5000,0.0290,0.0090,0.0006,0.0008,9.0509,3.6590,0.3296,14.2681,9.6076,0.0285,0.0880,0.0209,0.0880,1.1883,35.0842,15.8157,74.6523,0.2253,0.0009,0.1563,74.6531,0.4209,100.0000,100.0000,0.0374,0.0088,0.1101,1.0000,0.4084,0.9814,1.3945,0.9820
37.5000,0.0268,0.0167,0.0008,0.0009,11.2974,3.8230,0.8781,3.2921,9.0729,0.0211,0.1072,0.0289,0.1072,1.1944,22.6676,-2.4982,88.9311,0.2643,0.0011,0.2030,88.9322,0.5125,100.0000,100.0000,0.0389,0.0119,0.1521,0.9700,0.4679,0.9877,0.8409,0.9842
37.5000,0.0320,0.0149,0.0010,0.0007,10.3636,3.1740,0.7970,4.1996,8.4385,0.0230,0.1084,0.0255,0.1084,1.2815,21.6193,-0.7265,90.1367,0.2652,0.0011,0.1897,90.1378,0.5036,100.0000,100.0000,0.0324,0.0123,0.1451,0.9700,0.3878,0.9801,0.5411,0.9929
37.5000,0.0182,0.0146,0.0008,0.0007,12.4699,1.6727,0.1046,12.0027,9.6710,0.0269,0.1039,0.0283,0.1039,1.3873,24.2068,-8.1954,87.1608,0.2630,0.0015,0.2435,87.1622,0.5410,100.0000,100.0000,0.0175,0.0098,0.2163,1.0000,0.4723,0.9891,0.8810,0.9997
37.5000,0.0269,0.0147,0.0010,0.0008,13.0747,1.8018,0.6843,14.8146,9.0399,0.0272,0.1279,0.0194,0.1279,1.9614,7.4721,-20.7733,106.4056,0.3025,0.0016,0.2581,106.4071,0.6039,100.0000,100.0000,0.0189,0.0095,0.2298,1.0000,0.3419,0.9852,0.8304,0.9822
37.5000,0.0221,0.0141,0.0007,0.0009,14.0648,4.6307,0.9384,10.2655,8.8217,0.0328,0.1249,0.0322,0.1249,1.1568,8.8361,-23.4650,104.8370,0.3147,0.0015,0.2648,104.8385,0.6173,93.8364,93.8364,0.0501,0.0121,0.2026,0.9500,0.4910,0.9944,1.0681,0.9938
37.5000,0.0187,0.0134,0.0008,0.0009,11.9658,4.1891,0.0709,8.5303,8.3189,0.0291,0.0997,0.0230,0.0997,1.7056,26.8334,0.6935,84.1404,0.2515,0.0012,0.2111,84.1415,0.4965,100.0000,100.0000,0.0428,0.0124,0.1559,1.0000,0.4099,0.9924,1.2111,0.9993
37.5000,0.0209,0.0128,0.0009,0.0008,11.0296,2.5595,0.8210,6.4810,8.8795,0.0220,0.1120,0.0253,0.1120,1.3738,19.2510,-2.7845,92.8602,0.2712,0.0012,0.2073,92.8614,0.5139,100.0000,100.0000,0.0264,0.0105,0.1705,0.9700,0.3243,0.9880,1.0735,0.9952
37.5000,0.0253,0.0150,0.0011,0.0009,14.2967,0.9701,0.5701,5.7527,9.7752,0.0209,0.1191,0.0190,0.1191,1.7873,14.3944,-22.2188,98.4447,0.2782,0.0018,0.2906,98.4465,0.6111,100.0000,100.0000,0.0105,0.0120,0.2681,1.0000,0.3495,0.9811,0.5842,0.9951
37.5000,0.0228,0.0109,0.0009,0.0006,14.5638,2.0387,0.5207,4.8866,8.4198,0.0214,0.1214,0.0284,0.1214,1.8751,12.7829,-22.8637,100.2980,0.2925,0.0017,0.2866,100.2997,0.6143,100.0000,100.0000,0.0212,0.0122,0.2532,1.0000,0.2853,0.9802,0.8252,0.9904
37.5000,0.0251,0.0090,0.0007,0.0008,12.4545,5.3885,0.9072,4.3315,9.0860,0.0305,0.1144,0.0195,0.1144,1.4659,16.4306,-8.1444,96.1036,0.2788,0.0013,0.2263,96.1049,0.5407,90.7152,90.7152,0.0603,0.0094,0.1567,0.9500,0.3393,0.9968,1.3357,0.9961
37.5000,0.0240,0.0144,0.0008,0.0007,14.7801,3.4049,0.3530,8.9086,9.4872,0.0226,0.1232,0.0170,0.1232,1.1369,11.3672,-20.3502,101.9261,0.2860,0.0016,0.2758,101.9278,0.6018,100.0000,100.0000,0.0347,0.0124,0.2288,1.0000,0.4947,0.9895,0.6883,0.9957
37.5000,0.0181,0.0163,0.0011,0.0006,10.8088,4.2269,0.5377,10.9052,8.5845,0.0264,0.0901,0.0194,0.0901,1.9738,33.8953,9.8683,76.0193,0.2260,0.0010,0.1885,76.0204,0.4507,100.0000,100.0000,0.0433,0.0114,0.1338,1.0000,0.4144,0.9905,1.2491,0.9853
37.5000,0.0289,0.0138,0.0007,0.0008,15.6201,4.8761,0.2381,11.9421,8.7809,0.0213,0.1302,0.0209,0.1302,1.6502,6.6708,-25.4315,107.3269,0.3025,0.0016,0.2806,107.3285,0.6272,100.0000,100.0000,0.0496,0.0151,0.2159,1.0000,0.3601,0.9844,1.0308,0.9965
37.5000,0.0175,0.0143,0.0010,0.0006,11.6506,4.3737,0.0780,5.3339,9.5756,0.0219,0.0971,0.0240,0.0971,1.1254,29.6047,5.3379,80.9535,0.2401,0.0011,0.1998,80.9546,0.4733,100.0000,100.0000,0.0443,0.0091,0.1464,1.0000,0.3782,0.9826,0.6923,0.9960
37.5000,0.0247,0.0165,0.0009,0.0010,10.1123,5.5675,0.0836,2.5899,8.0484,0.0207,0.0843,0.0220,0.0843,1.8320,38.6782,16.7721,70.5193,0.2113,0.0008,0.1618,70.5201,0.4161,100.0000,100.0000,0.0564,0.0128,0.0925,1.0000,0.3259,0.9805,0.6238,0.9850
37.5000,0.0201,0.0138,0.0011,0.0009,13.5292,4.9911,0.1507,17.2562,8.9806,0.0246,0.1363,0.0183,0.1363,1.9195,1.9989,-26.7481,112.6997,0.3155,0.0016,0.2824,112.7013,0.6337,82.7438,82.7438,0.0613,0.0142,0.2069,1.0000,0.4010,0.9805,1.0680,0.9986
37.5000,0.0304,0.0099,0.0010,0.0010,14.6009,0.8473,0.2717,1.1607,9.0860,0.0263,0.1217,0.0292,0.1217,1.2432,11.9204,-27.8890,101.2897,0.2989,0.0018,0.2983,101.2915,0.6394,100.0000,100.0000,0.0092,0.0133,0.2758,1.0000,0.3932,0.9927,1.0753,0.9983
37.5000,0.0182,0.0086,0.0008,0.0011,11.9908,4.8195,0.5241,7.4440,8.4231,0.0237,0.0999,0.0193,0.0999,1.0293,27.3998,4.0202,83.4891,0.2428,0.0011,0.2084,83.4902,0.4799,100.0000,100.0000,0.0490,0.0132,0.1463,1.0000,0.4183,0.9875,1.2982,0.9820
37.5000,0.0216,0.0122,0.0009,0.0007,8.4297,4.8775,0.0624,14.6304,9.0214,0.0199,0.0823,0.0330,0.0823,1.4183,40.1663,23.4838,68.8081,0.2174,0.0007,0.1298,68.8087,0.3826,100.0000,100.0000,0.0497,0.0085,0.0717,1.0000,0.4124,0.9995,1.4147,0.9947
37.5000,0.0171,0.0088,0.0006,0.0007,14.1174,2.0723,0.5078,3.6684,9.4913,0.0207,0.1176,0.0322,0.1176,1.6539,15.4572,-18.7409,97.2225,0.2882,0.0017,0.2784,97.2242,0.5937,100.0000,100.0000,0.0216,0.0138,0.2430,1.0000,0.3969,0.9850,1.0097,0.9924
37.5000,0.0281,0.0161,0.0007,0.0010,11.2278,4.7242,0.5811,3.0899,9.2461,0.0328,0.0936,0.0173,0.0936,1.8733,30.6360,4.7678,79.7676,0.2372,0.0011,0.1930,79.7687,0.4762,100.0000,100.0000,0.0482,0.0121,0.1327,1.0000,0.3907,0.9840,1.0503,0.9819
