MOE3.Percentage of unspent funds,com_post_MOPs.Communication System.Time to get info,com_post_MOPs.Computer.Processing time,comms_MOPs.Satellite.Receiving time,comms_MOPs.Satellite.Sending time,target.Distance from base,target.Distance from optimized path start,environment.Precipitation,environment.Wind speed,h.Analysis time,h.Rescue in region time,h.Time to hospital,h.Time to prepare,h.Time to region,laptop.Recognition software 4.Confirmation time,MOE1.Fuel cost improvement rate,MOE2.Time improvement Rate,rescue unit MOPs.Fuel cost,rescue unit MOPs.Time to rescue,search unit MOPs.Fuel cost,search unit MOPs.Time to detect,Total MOPs.Fuel consumption cost,Total MOPs.Mission time,UAV.Conditional cruise speed,UAV.Conditional max speed,UAV.Search time,UAV.Time to prepare,UAV.Time to region,UAV.Camera 4.Transparency,UAV.On-board analysis system 4.Analysis time,UAV.On-board analysis system 4.Image recognition algorithm accuracy,UAV.On-board analysis system 4.Transmission delay,UAV.On-board navigation system 4.Navigation algorithm accuracy
37.5000,0.0301,0.0127,0.0007,0.0009,14.1038,2.1869,0.8515,15.6834,8.9772,0.0271,0.1637,0.0197,0.1637,1.1163,-17.4114,-48.4779,135.0212,0.3741,0.0020,0.3239,135.0231,0.7424,84.3166,84.3166,0.0267,0.0131,0.2840,0.9700,0.4811,0.9890,1.1801,0.9961
37.5000,0.0221,0.0169,0.0010,0.0008,12.2755,4.6700,0.9926,5.6876,8.7502,0.0280,0.1031,0.0232,0.1031,1.1618,24.6506,-3.0185,86.6506,0.2574,0.0012,0.2168,86.6518,0.5151,99.2558,99.2558,0.0478,0.0141,0.1549,0.9500,0.3787,0.9983,1.0773,0.9909
37.5000,0.0229,0.0132,0.0010,0.0006,12.8204,4.0318,0.6253,6.0114,9.0245,0.0235,0.1068,0.0305,0.1068,1.1007,22.6080,-7.1050,88.9995,0.2677,0.0013,0.2301,89.0008,0.5355,100.0000,100.0000,0.0411,0.0097,0.1794,1.0000,0.2554,0.9984,1.4025,0.9811
37.5000,0.0227,0.0107,0.0007,0.0008,8.8696,3.2566,0.8467,12.3514,8.2354,0.0217,0.0873,0.0197,0.0873,1.3454,36.4431,18.7082,73.0896,0.2159,0.0009,0.1557,73.0904,0.4065,100.0000,100.0000,0.0333,0.0091,0.1134,0.9700,0.3070,0.9825,0.8893,0.9926
37.5000,0.0229,0.0125,0.0007,0.0008,14.0716,0.4088,0.5141,9.7708,9.8467,0.0298,0.1173,0.0324,0.1173,1.7839,14.5354,-24.7136,98.2825,0.2967,0.0018,0.2900,98.2843,0.6236,100.0000,100.0000,0.0049,0.0115,0.2736,1.0000,0.3139,0.9833,0.8661,0.9997
37.5000,0.0243,0.0125,0.0006,0.0010,10.4518,5.3591,0.1282,4.0934,9.8379,0.0219,0.0871,0.0275,0.0871,1.4257,36.5516,13.7566,72.9648,0.2236,0.0009,0.1693,72.9657,0.4312,100.0000,100.0000,0.0542,0.0110,0.1041,1.0000,0.3189,0.9857,0.5636,0.9811
37.5000,0.0279,0.0123,0.0006,0.0006,16.9800,1.3938,0.5869,11.9052,8.1545,0.0226,0.1415,0.0193,0.1415,1.7355,-1.3906,-41.3251,116.5971,0.3250,0.0021,0.3402,116.5992,0.7066,100.0000,100.0000,0.0149,0.0114,0.3139,1.0000,0.3228,0.9851,1.4252,0.9939
37.5000,0.0203,0.0114,0.0007,0.0010,10.1897,5.0186,0.1365,6.0073,9.4032,0.0209,0.0849,0.0228,0.0849,1.7497,38.2081,16.5991,71.0598,0.2135,0.0009,0.1701,71.0606,0.4170,100.0000,100.0000,0.0509,0.0135,0.1057,1.0000,0.3324,0.9854,0.6357,0.9806
37.5000,0.0171,0.0140,0.0006,0.0007,11.3296,4.6961,0.2506,12.8807,8.4405,0.0174,0.0944,0.0207,0.0944,1.2025,32.0470,8.8789,78.1449,0.2269,0.0011,0.1963,78.1460,0.4556,100.0000,100.0000,0.0478,0.0139,0.1346,1.0000,0.4513,0.9928,1.4377,0.9875
37.5000,0.0217,0.0142,0.0006,0.0010,11.8459,5.9509,0.7136,12.1604,8.8436,0.0298,0.1383,0.0279,0.1383,1.5407,-0.1337,-13.5902,115.1528,0.3344,0.0010,0.1961,115.1538,0.5680,100.0000,100.0000,0.0604,0.0152,0.1204,0.9700,0.4990,0.9825,1.2606,0.9810
37.5000,0.0304,0.0117,0.0006,0.0008,9.0998,1.4701,0.7764,3.7012,9.9424,0.0187,0.0977,0.0282,0.0977,1.5453,29.6178,6.3464,80.9384,0.2422,0.0011,0.1827,80.9395,0.4683,100.0000,100.0000,0.0154,0.0143,0.1530,0.9700,0.3820,0.9920,0.5443,0.9990
37.5000,0.0323,0.0084,0.0008,0.0006,13.2530,3.3870,0.3147,11.9378,8.0933,0.0272,0.1104,0.0205,0.1104,1.7832,19.6186,-11.1292,92.4372,0.2687,0.0014,0.2450,92.4387,0.5556,100.0000,100.0000,0.0348,0.0087,0.2015,1.0000,0.3946,0.9936,1.1230,0.9804
37.5000,0.0250,0.0129,0.0006,0.0010,16.6702,4.8731,0.3571,16.5946,8.3553,0.0304,0.1666,0.0269,0.1666,1.6978,-19.8365,-58.2528,137.8099,0.3904,0.0021,0.3615,137.8120,0.7913,83.4054,83.4054,0.0592,0.0138,0.2884,1.0000,0.3691,0.9802,0.8652,0.9815
37.5000,0.0215,0.0113,0.0006,0.0009,14.0737,2.1414,0.0811,3.5703,9.0386,0.0290,0.1173,0.0294,0.1173,1.3903,14.6325,-20.4821,98.1710,0.2929,0.0017,0.2752,98.1726,0.6024,100.0000,100.0000,0.0221,0.0121,0.2410,1.0000,0.3868,0.9964,0.7192,0.9913
37.5000,0.0257,0.0096,0.0009,0.0008,9.9005,1.1013,0.4424,10.6388,8.0893,0.0299,0.0825,0.0262,0.0825,1.8969,38.7004,8.0913,70.4934,0.2212,0.0012,0.2013,70.4946,0.4595,100.0000,100.0000,0.0118,0.0124,0.1770,1.0000,0.3278,0.9934,0.7681,0.9956
37.5000,0.0247,0.0133,0.0009,0.0010,10.7720,1.2191,0.1651,16.8033,9.0556,0.0178,0.1079,0.0173,0.1079,1.9853,22.6130,-10.5382,88.9935,0.2509,0.0016,0.2618,88.9951,0.5527,83.1967,83.1967,0.0155,0.0148,0.2315,1.0000,0.4501,0.9870,0.5292,0.9930
37.5000,0.0285,0.0106,0.0007,0.0006,13.5357,3.4400,0.7302,15.3816,8.6590,0.0287,0.1825,0.0253,0.1825,1.7292,-30.7399,-50.8720,150.3491,0.4192,0.0017,0.2948,150.3508,0.7544,84.6184,84.6184,0.0415,0.0115,0.2418,0.9700,0.4637,0.9830,1.0055,0.9878
37.5000,0.0319,0.0140,0.0007,0.0007,9.0694,1.9551,0.1155,1.7778,8.0760,0.0233,0.0756,0.0301,0.0756,1.9543,44.3870,15.0916,63.9540,0.2045,0.0010,0.1727,63.9550,0.4245,100.0000,100.0000,0.0204,0.0086,0.1437,1.0000,0.3421,0.9960,0.7224,0.9920
37.5000,0.0178,0.0158,0.0008,0.0009,12.5229,2.9047,0.7640,13.7882,9.9967,0.0322,0.1584,0.0311,0.1584,1.2215,-14.4119,-30.1618,131.5723,0.3802,0.0014,0.2353,131.5737,0.6508,100.0000,100.0000,0.0298,0.0117,0.1939,0.9700,0.4538,0.9901,0.9535,0.9935
37.5000,0.0239,0.0140,0.0008,0.0009,16.5512,2.3919,0.3769,8.0465,9.5343,0.0265,0.1379,0.0276,0.1379,1.3222,0.5919,-38.7839,114.3174,0.3299,0.0020,0.3244,114.3194,0.6939,100.0000,100.0000,0.0247,0.0118,0.2879,1.0000,0.2557,0.9979,1.1378,0.9844
37.5000,0.0202,0.0126,0.0009,0.0006,12.5927,4.4189,0.0037,13.2826,9.6066,0.0180,0.1210,0.0252,0.1210,1.6027,13.4745,-8.3540,99.5030,0.2852,0.0012,0.2224,99.5043,0.5418,100.0000,100.0000,0.0449,0.0122,0.1652,1.0000,0.2527,0.9833,0.8542,0.9912
37.5000,0.0224,0.0165,0.0008,0.0009,13.5316,3.8948,0.2707,14.5763,9.4721,0.0282,0.1320,0.0224,0.1320,1.1260,4.4921,-21.1215,109.8327,0.3146,0.0014,0.2504,109.8341,0.6056,100.0000,100.0000,0.0397,0.0155,0.1952,1.0000,0.3464,0.9911,1.1392,0.9888
37.5000,0.0176,0.0143,0.0008,0.0009,10.2114,0.5898,0.4240,1.4243,8.7606,0.0308,0.0851,0.0249,0.0851,1.4863,36.7790,5.5602,72.7029,0.2259,0.0013,0.2126,72.7042,0.4722,100.0000,100.0000,0.0066,0.0099,0.1962,1.0000,0.4440,0.9850,0.5947,0.9819
37.5000,0.0304,0.0161,0.0007,0.0009,8.0706,4.5502,0.7448,12.7565,9.8075,0.0271,0.0903,0.0195,0.0903,1.2056,33.6444,19.4905,76.3083,0.2272,0.0006,0.1274,76.3090,0.4025,100.0000,100.0000,0.0463,0.0092,0.0719,0.9700,0.4740,0.9914,1.2797,0.9832
37.5000,0.0284,0.0112,0.0010,0.0009,9.0208,2.2838,0.8416,13.0977,8.9596,0.0330,0.1028,0.0208,0.1028,1.4510,24.1903,5.1246,87.1801,0.2593,0.0010,0.1735,87.1811,0.4744,100.0000,100.0000,0.0237,0.0132,0.1367,0.9700,0.4037,0.9940,1.3858,0.9879
37.5000,0.0208,0.0105,0.0009,0.0009,10.9589,5.9469,0.5952,0.2432,9.2111,0.0253,0.0913,0.0267,0.0913,1.1338,33.1704,11.9894,76.8531,0.2347,0.0009,0.1723,76.8540,0.4401,100.0000,100.0000,0.0602,0.0099,0.1021,1.0000,0.3232,0.9847,1.3406,0.9839
37.5000,0.0268,0.0111,0.0008,0.0008,12.5398,0.9838,0.9768,16.7445,9.9493,0.0310,0.1285,0.0228,0.1285,1.3466,6.5737,-32.8301,107.4384,0.3107,0.0019,0.3139,107.4403,0.6642,81.3265,81.3265,0.0129,0.0138,0.2872,0.9500,0.3641,0.9866,1.2244,0.9903
37.5000,0.0313,0.0133,0.0011,0.0008,15.1059,1.8468,0.3638,11.1493,8.0707,0.0218,0.1259,0.0304,0.1259,1.5406,9.5903,-30.1987,103.9694,0.3040,0.0018,0.3005,103.9712,0.6510,100.0000,100.0000,0.0194,0.0138,0.2674,1.0000,0.4271,0.9931,1.4747,0.9928
37.5000,0.0304,0.0090,0.0006,0.0008,9.0032,0.7841,0.6992,13.9171,8.3185,0.0246,0.0872,0.0296,0.0872,1.5490,36.1541,7.9417,73.4216,0.2286,0.0011,0.1910,73.4228,0.4603,100.0000,100.0000,0.0086,0.0159,0.1664,1.0000,0.3679,0.9872,0.7619,0.9893
37.5000,0.0205,0.0109,0.0006,0.0008,16.6687,4.9590,0.1121,16.1078,9.1093,0.0271,0.1656,0.0234,0.1656,1.5739,-18.7247,-54.4493,136.5314,0.3817,0.0021,0.3577,136.5334,0.7722,83.8922,83.8922,0.0599,0.0153,0.2826,1.0000,0.4184,0.9817,0.7460,0.9888
37.5000,0.0280,0.0107,0.0009,0.0010,11.1823,5.6550,0.4581,1.5941,8.4957,0.0330,0.0932,0.0282,0.0932,1.8807,30.8716,5.8938,79.4967,0.2475,0.0009,0.1824,79.4977,0.4705,100.0000,100.0000,0.0574,0.0136,0.1113,1.0000,0.3209,0.9946,0.9309,0.9954
37.5000,0.0296,0.0099,0.0009,0.0011,12.2842,0.5773,0.3836,6.3668,9.8216,0.0226,0.1024,0.0255,0.1024,1.1277,25.8443,-10.1982,85.2775,0.2527,0.0016,0.2567,85.2791,0.5510,100.0000,100.0000,0.0065,0.0123,0.2380,1.0000,0.3144,0.9882,1.0827,0.9849
37.5000,0.0245,0.0135,0.0009,0.0007,13.1998,2.9304,0.8298,3.6185,9.4905,0.0232,0.1326,0.0215,0.1326,1.9542,4.7593,-20.5897,109.5254,0.3098,0.0015,0.2536,109.5268,0.6029,100.0000,100.0000,0.0301,0.0144,0.2090,0.9700,0.3618,0.9940,0.7096,0.9839
37.5000,0.0211,0.0163,0.0008,0.0009,9.2747,0.8490,0.8447,13.8709,8.0112,0.0255,0.1062,0.0212,0.1062,1.7664,22.7675,2.1615,88.8162,0.2592,0.0012,0.1910,88.8173,0.4892,100.0000,100.0000,0.0095,0.0101,0.1714,0.9700,0.3944,0.9952,1.4309,0.9843
37.5000,0.0205,0.0114,0.0007,0.0006,14.1674,1.8302,0.6668,13.1728,9.4304,0.0243,0.1360,0.0192,0.1360,1.3598,2.2373,-26.2610,112.4254,0.3154,0.0017,0.2827,112.4271,0.6313,100.0000,100.0000,0.0190,0.0141,0.2496,1.0000,0.3255,0.9843,0.7816,0.9897
37.5000,0.0299,0.0133,0.0006,0.0008,12.8196,0.6482,0.9747,3.5661,8.3784,0.0187,0.1096,0.0311,0.1096,1.7135,21.3149,-16.7441,90.4862,0.2689,0.0017,0.2702,90.4879,0.5837,97.4672,97.4672,0.0075,0.0100,0.2527,0.9500,0.3099,0.9906,1.0307,0.9894
37.5000,0.0177,0.0114,0.0008,0.0008,9.8030,5.0574,0.0673,11.3019,9.5845,0.0236,0.0817,0.0254,0.0817,1.9029,40.0963,19.0083,68.8885,0.2123,0.0008,0.1620,68.8893,0.4050,100.0000,100.0000,0.0514,0.0136,0.0971,1.0000,0.2852,0.9985,0.6681,0.9801
37.5000,0.0274,0.0166,0.0006,0.0006,16.9553,4.7377,0.2590,17.5537,9.8945,0.0220,0.1714,0.0306,0.1714,1.6328,-22.0932,-61.5229,140.4050,0.3954,0.0022,0.3670,140.4072,0.8076,82.4463,82.4463,0.0583,0.0084,0.3003,1.0000,0.2740,0.9843,1.1320,0.9876
37.5000,0.0170,0.0107,0.0011,0.0010,9.5124,4.2878,0.3192,4.5790,9.6336,0.0308,0.0793,0.0207,0.0793,1.0985,40.8324,19.5403,68.0419,0.2101,0.0009,0.1625,68.0428,0.4023,100.0000,100.0000,0.0434,0.0142,0.1048,1.0000,0.2842,0.9928,0.5055,0.9993
37.5000,0.0176,0.0133,0.0010,0.0010,15.2973,0.5419,0.2761,9.6005,9.1904,0.0250,0.1275,0.0220,0.1275,1.2367,8.0612,-29.0461,105.7277,0.3019,0.0019,0.3105,105.7297,0.6452,100.0000,100.0000,0.0061,0.0089,0.2955,1.0000,0.3807,0.9911,0.9736,0.9997
37.5000,0.0313,0.0150,0.0006,0.0010,8.1292,5.7139,0.9477,12.5369,8.2657,0.0318,0.0715,0.0178,0.0715,1.3721,46.1280,27.2414,61.9522,0.1926,0.0006,0.1232,61.9528,0.3638,94.7735,94.7735,0.0610,0.0102,0.0520,0.9500,0.3923,0.9811,0.8791,0.9856
37.5000,0.0245,0.0089,0.0006,0.0010,8.4914,0.4112,0.8995,5.5663,8.5221,0.0219,0.0787,0.0205,0.0787,1.5593,42.4240,16.3807,66.2113,0.1997,0.0011,0.1835,66.2124,0.4181,100.0000,100.0000,0.0050,0.0135,0.1650,0.9700,0.2923,0.9962,1.4130,0.9810
37.5000,0.0240,0.0141,0.0010,0.0008,8.1297,5.0904,0.8205,16.4808,8.3048,0.0316,0.0989,0.0330,0.0989,1.0445,27.1123,10.7352,83.8201,0.2623,0.0007,0.1442,83.8208,0.4463,83.5192,83.5192,0.0615,0.0085,0.0742,0.9700,0.4238,0.9991,0.6297,0.9849
37.5000,0.0242,0.0148,0.0011,0.0009,15.2854,0.8553,0.2445,5.9832,8.2033,0.0241,0.1274,0.0180,0.1274,1.3455,8.2440,-30.8979,105.5175,0.2969,0.0019,0.3167,105.5194,0.6545,100.0000,100.0000,0.0092,0.0157,0.2918,1.0000,0.4053,0.9912,0.5676,0.9900
37.5000,0.0275,0.0133,0.0010,0.0011,16.5830,0.1498,0.0443,9.7733,9.3990,0.0296,0.1382,0.0255,0.1382,1.7276,0.0007,-43.5861,114.9971,0.3315,0.0021,0.3435,114.9992,0.7179,100.0000,100.0000,0.0024,0.0121,0.3291,1.0000,0.3939,0.9917,0.9595,0.9996
37.5000,0.0182,0.0169,0.0008,0.0008,9.4695,0.5302,0.5379,10.0578,9.4113,0.0267,0.0789,0.0260,0.0789,1.7566,41.6221,10.9920,67.1334,0.2105,0.0012,0.1979,67.1346,0.4450,100.0000,100.0000,0.0062,0.0104,0.1813,1.0000,0.3424,0.9985,1.2171,0.9876
37.5000,0.0282,0.0119,0.0007,0.0009,8.9190,4.3812,0.7305,8.2109,9.4268,0.0265,0.1017,0.0301,0.1017,1.4190,25.7692,10.3154,85.3646,0.2601,0.0008,0.1465,85.3654,0.4484,100.0000,100.0000,0.0447,0.0098,0.0920,0.9700,0.3578,0.9900,1.3959,0.9890
37.5000,0.0176,0.0103,0.0010,0.0006,16.7378,5.5863,0.5039,0.2851,9.6927,0.0195,0.1395,0.0322,0.1395,1.0799,0.4214,-30.6137,114.5137,0.3306,0.0017,0.2930,114.5154,0.6531,100.0000,100.0000,0.0567,0.0126,0.2238,1.0000,0.4879,0.9981,1.3871,0.9979
37.5000,0.0260,0.0134,0.0010,0.0010,14.2468,5.3802,0.9875,15.2944,8.1716,0.0281,0.1419,0.0215,0.1419,1.4162,-2.3984,-32.7811,117.7566,0.3335,0.0017,0.2890,117.7582,0.6639,83.6507,83.6507,0.0650,0.0088,0.2152,0.9500,0.4138,0.9986,0.6353,0.9860
37.5000,0.0291,0.0118,0.0006,0.0010,10.2551,4.6935,0.2241,10.4481,9.5739,0.0171,0.0855,0.0223,0.0855,1.4585,38.3232,15.3067,70.9274,0.2103,0.0009,0.1707,70.9283,0.4235,100.0000,100.0000,0.0476,0.0096,0.1135,1.0000,0.4101,0.9870,0.5251,0.9820
37.5000,0.0274,0.0147,0.0007,0.0010,14.0198,3.0252,0.1077,16.1422,8.1435,0.0238,0.1393,0.0190,0.1393,1.3973,-0.0231,-36.7878,115.0247,0.3215,0.0019,0.3186,115.0265,0.6839,83.8578,83.8578,0.0369,0.0143,0.2673,1.0000,0.4050,0.9861,1.1841,0.9815
37.5000,0.0249,0.0130,0.0007,0.0008,16.6256,1.1322,0.5097,4.6313,9.7047,0.0218,0.1385,0.0299,0.1385,1.7031,0.7707,-41.0278,114.1116,0.3288,0.0021,0.3370,114.1137,0.7051,100.0000,100.0000,0.0123,0.0124,0.3122,1.0000,0.4953,0.9971,1.4007,0.9934
37.5000,0.0308,0.0121,0.0009,0.0006,14.2925,1.2028,0.5167,14.6911,9.7104,0.0269,0.1396,0.0212,0.1396,1.2318,-0.6406,-32.3239,115.7350,0.3274,0.0018,0.2897,115.7367,0.6616,100.0000,100.0000,0.0128,0.0139,0.2630,1.0000,0.3508,0.9936,1.2381,0.9963
37.5000,0.0313,0.0117,0.0009,0.0010,12.3235,5.8441,0.2317,3.8396,9.7372,0.0233,0.1027,0.0250,0.1027,1.9112,25.5218,-0.2405,85.6488,0.2537,0.0011,0.2026,85.6499,0.5012,100.0000,100.0000,0.0594,0.0115,0.1317,1.0000,0.2613,0.9912,1.3638,0.9860
37.5000,0.0279,0.0166,0.0007,0.0010,10.2785,4.6150,0.8107,15.3324,8.6777,0.0329,0.1248,0.0242,0.1248,1.5332,8.9059,-10.3695,104.7571,0.3066,0.0011,0.1990,104.7582,0.5518,84.6676,84.6676,0.0553,0.0081,0.1356,0.9700,0.4322,0.9878,0.8652,0.9886
37.5000,0.0286,0.0099,0.0009,0.0011,10.9812,4.4357,0.5802,6.5416,9.5234,0.0209,0.0915,0.0271,0.0915,1.0457,33.6153,6.8870,76.3413,0.2311,0.0010,0.1939,76.3424,0.4656,100.0000,100.0000,0.0450,0.0157,0.1333,1.0000,0.2972,0.9871,0.8362,0.9842
37.5000,0.0309,0.0136,0.0006,0.0007,8.8929,5.1287,0.0651,6.9920,8.1940,0.0222,0.0741,0.0322,0.0741,1.7903,45.5452,21.6407,62.6223,0.2027,0.0007,0.1434,62.6230,0.3918,100.0000,100.0000,0.0523,0.0147,0.0764,1.0000,0.4532,0.9911,1.2707,0.9883
37.5000,0.0256,0.0137,0.0007,0.0006,12.3030,4.5759,0.0242,14.8690,8.5694,0.0188,0.1204,0.0172,0.1204,1.4939,13.7686,-5.5710,99.1649,0.2769,0.0012,0.2104,99.1661,0.5279,100.0000,100.0000,0.0465,0.0085,0.1554,1.0000,0.3484,0.9980,0.9635,0.9965
37.5000,0.0207,0.0122,0.0009,0.0011,15.1099,4.2878,0.5063,15.1101,8.1816,0.0177,0.1483,0.0326,0.1483,1.3725,-5.4955,-39.8738,121.3180,0.3469,0.0019,0.3177,121.3199,0.6994,84.8899,84.8899,0.0514,0.0097,0.2565,1.0000,0.4141,0.9813,1.4680,0.9951
37.5000,0.0224,0.0142,0.0010,0.0008,10.5761,3.8790,0.6268,3.0063,9.4319,0.0186,0.0881,0.0307,0.0881,1.3807,36.2614,8.9973,73.2983,0.2255,0.0010,0.1911,73.2994,0.4550,100.0000,100.0000,0.0395,0.0157,0.1359,1.0000,0.4636,0.9875,0.7108,0.9875
37.5000,0.0180,0.0090,0.0007,0.0008,8.3159,3.9577,0.8239,11.3052,8.5107,0.0213,0.0841,0.0295,0.0841,1.4776,38.7141,22.9996,70.4780,0.2190,0.0007,0.1375,70.4788,0.3850,100.0000,100.0000,0.0403,0.0083,0.0889,0.9700,0.3123,0.9843,0.8326,0.9837
37.5000,0.0318,0.0154,0.0006,0.0008,8.6332,3.6539,0.0321,11.4810,9.8078,0.0237,0.0719,0.0242,0.0719,1.4897,46.8553,21.4854,61.1157,0.1918,0.0008,0.1522,61.1165,0.3926,100.0000,100.0000,0.0374,0.0131,0.1017,1.0000,0.3075,0.9924,1.4503,0.9818
37.5000,0.0284,0.0102,0.0007,0.0011,15.0756,0.9164,0.5888,4.5330,8.7404,0.0316,0.1256,0.0261,0.1256,1.4766,8.4820,-31.7513,105.2438,0.3089,0.0019,0.3095,105.2457,0.6588,100.0000,100.0000,0.0099,0.0133,0.2863,1.0000,0.3323,0.9958,0.8027,0.9899
37.5000,0.0202,0.0144,0.0008,0.0009,12.7613,1.3743,0.7178,17.3881,8.4408,0.0281,0.1793,0.0210,0.1793,1.7882,-28.4254,-49.5337,147.6873,0.4078,0.0019,0.3035,147.6892,0.7477,82.6119,82.6119,0.0176,0.0082,0.2777,0.9700,0.2690,0.9949,1.2802,0.9935
37.5000,0.0296,0.0099,0.0006,0.0008,11.4274,1.6894,0.9430,3.1109,9.6221,0.0214,0.1010,0.0245,0.1010,1.3034,26.9537,-5.3034,84.0018,0.2479,0.0014,0.2376,84.0033,0.5265,94.2998,94.2998,0.0186,0.0101,0.2089,0.9500,0.2513,0.9918,0.9629,0.9899
37.5000,0.0296,0.0137,0.0008,0.0010,10.0698,5.5044,0.2299,1.0955,9.1303,0.0268,0.0839,0.0220,0.0839,1.9746,38.1337,16.2872,71.1455,0.2166,0.0008,0.1567,71.1463,0.4186,100.0000,100.0000,0.0560,0.0087,0.0921,1.0000,0.2636,0.9956,1.0786,0.9942
37.5000,0.0195,0.0149,0.0011,0.0006,10.6891,5.5405,0.4507,15.4563,8.6479,0.0229,0.1054,0.0219,0.1054,1.8806,23.7212,1.3287,87.7195,0.2555,0.0011,0.2018,87.7206,0.4934,84.5437,84.5437,0.0665,0.0117,0.1236,1.0000,0.4686,0.9986,1.2107,0.9874
37.5000,0.0182,0.0132,0.0009,0.0011,14.6009,3.6364,0.9470,16.5140,8.6294,0.0323,0.1539,0.0281,0.1539,1.1865,-11.2787,-48.6043,127.9685,0.3682,0.0020,0.3414,127.9705,0.7430,79.0609,79.0609,0.0467,0.0126,0.2821,0.9500,0.2649,0.9909,1.1704,0.9838
37.5000,0.0205,0.0169,0.0006,0.0009,10.8980,2.6074,0.5352,6.1915,9.9689,0.0237,0.0908,0.0215,0.0908,1.7895,33.7241,5.4665,76.2161,0.2269,0.0012,0.2069,76.2173,0.4727,100.0000,100.0000,0.0270,0.0117,0.1682,1.0000,0.4962,0.9827,1.0082,0.9875
37.5000,0.0183,0.0097,0.0010,0.0008,14.3783,3.5627,0.2256,3.6864,8.1119,0.0192,0.1198,0.0232,0.1198,1.0308,14.1452,-15.9227,98.7315,0.2820,0.0016,0.2679,98.7331,0.5796,100.0000,100.0000,0.0362,0.0116,0.2201,1.0000,0.4579,0.9979,0.6574,0.9839
37.5000,0.0212,0.0154,0.0010,0.0010,8.1626,0.3933,0.5603,17.3336,8.0217,0.0201,0.0823,0.0321,0.0823,1.8510,40.1340,7.8902,68.8447,0.2168,0.0012,0.2053,68.8460,0.4605,82.6664,82.6664,0.0058,0.0109,0.1886,1.0000,0.3452,0.9949,1.4267,0.9980
37.5000,0.0211,0.0097,0.0007,0.0009,12.2975,0.8496,0.4493,8.1471,9.2779,0.0312,0.1025,0.0296,0.1025,1.7082,24.6435,-10.8157,86.6584,0.2658,0.0015,0.2559,86.6600,0.5541,100.0000,100.0000,0.0094,0.0152,0.2313,1.0000,0.4179,0.9968,0.9939,0.9908
37.5000,0.0193,0.0153,0.0010,0.0010,9.0120,3.7066,0.4262,10.5885,8.4885,0.0302,0.0751,0.0272,0.0751,1.2468,43.8173,20.3296,64.6092,0.2076,0.0008,0.1540,64.6101,0.3984,100.0000,100.0000,0.0378,0.0087,0.1076,1.0000,0.3091,0.9910,0.9480,0.9890
37.5000,0.0198,0.0143,0.0006,0.0011,9.4508,0.1842,0.8388,6.4010,9.6706,0.0257,0.0939,0.0320,0.0939,1.0063,31.3395,2.8035,78.9583,0.2454,0.0012,0.2048,78.9595,0.4860,100.0000,100.0000,0.0024,0.0143,0.1880,0.9700,0.4443,0.9878,0.5041,0.9869
37.5000,0.0246,0.0119,0.0009,0.0010,9.0590,3.5562,0.6011,10.8053,8.8466,0.0281,0.0755,0.0234,0.0755,1.6711,43.8234,20.1707,64.6022,0.2024,0.0009,0.1583,64.6031,0.3991,100.0000,100.0000,0.0363,0.0105,0.1116,1.0000,0.2609,0.9861,0.6327,0.9888
37.5000,0.0205,0.0089,0.0006,0.0007,8.0725,3.8495,0.8011,12.9231,8.0650,0.0265,0.0840,0.0225,0.0840,1.8827,38.1237,22.4591,71.1571,0.2170,0.0007,0.1401,71.1578,0.3877,100.0000,100.0000,0.0394,0.0153,0.0854,0.9700,0.3662,0.9911,0.8247,0.9920
37.5000,0.0303,0.0135,0.0008,0.0008,12.1113,2.1569,0.1607,10.9549,8.1166,0.0330,0.1009,0.0273,0.1009,1.5556,25.4867,-8.3701,85.6889,0.2621,0.0014,0.2344,85.6903,0.5419,100.0000,100.0000,0.0225,0.0112,0.2007,1.0000,0.4342,0.9942,1.2240,0.9935
37.5000,0.0241,0.0106,0.0010,0.0006,11.7506,1.3299,0.9294,12.5252,9.0370,0.0302,0.1054,0.0296,0.1054,1.8404,22.7741,-12.3560,88.8083,0.2705,0.0015,0.2550,88.8098,0.5618,92.9449,92.9449,0.0152,0.0115,0.2283,0.9500,0.2925,0.9976,0.9734,0.9830
37.5000,0.0184,0.0103,0.0006,0.0006,14.0845,4.1417,0.5065,8.6376,9.6151,0.0325,0.1174,0.0215,0.1174,1.0875,14.1135,-14.5675,98.7680,0.2887,0.0015,0.2544,98.7695,0.5728,100.0000,100.0000,0.0421,0.0117,0.2006,1.0000,0.3369,0.9941,1.1601,0.9928
37.5000,0.0196,0.0120,0.0011,0.0006,14.0986,2.5433,0.4778,13.7900,8.2619,0.0274,0.1363,0.0266,0.1363,1.1488,1.6159,-25.6910,113.1401,0.3266,0.0016,0.2685,113.1417,0.6285,100.0000,100.0000,0.0262,0.0089,0.2334,1.0000,0.4718,0.9850,1.0087,0.9913
37.5000,0.0255,0.0161,0.0009,0.0006,11.3715,3.2052,0.6167,13.1957,8.0022,0.0196,0.1092,0.0177,0.1092,1.8544,21.4946,-2.6922,90.2800,0.2556,0.0012,0.2147,90.2812,0.5135,100.0000,100.0000,0.0329,0.0154,0.1664,1.0000,0.2658,0.9877,1.0104,0.9829
