MOE3.Percentage of unspent funds,com_post_MOPs.Communication System.Time to get info,com_post_MOPs.Computer.Processing time,comms_MOPs.Satellite.Receiving time,comms_MOPs.Satellite.Sending time,target.Distance from base,target.Distance from optimized path start,environment.Precipitation,environment.Wind speed,h.Analysis time,h.Rescue in region time,h.Time to hospital,h.Time to prepare,h.Time to region,laptop.Recognition software tool.Analysis time,MOE1.Fuel cost improvement rate,MOE2.Time improvement Rate,rescue unit MOPs.Fuel cost,rescue unit MOPs.Time to rescue,search unit MOPs.Fuel cost,search unit MOPs.Time to detect,Total MOPs.Fuel consumption cost,Total MOPs.Mission time,UAV.Conditional cruise speed,UAV.Conditional max speed,UAV.Search time,UAV.Time to prepare,UAV.Time to region,UAV.camera.Transmission delay,UAV.camera.Transparency,UAV.nav.Wireless connection delay rate
50.0000,0.0225,0.0114,0.0010,0.0007,11.7291,5.9660,0.6374,16.6972,9.9142,0.0229,0.1173,0.0272,0.1173,1.4712,15.3933,-9.4459,97.2965,0.2847,0.0012,0.2269,97.2977,0.5472,83.3028,83.3028,0.0722,0.0160,0.1387,0.5623,1.0000,0.5868
50.0000,0.0194,0.0142,0.0010,0.0008,13.8051,5.8401,0.0368,7.5482,8.2888,0.0286,0.1150,0.0210,0.1150,2.3487,16.2339,-9.3851,96.3297,0.2797,0.0013,0.2317,96.3310,0.5469,100.0000,100.0000,0.0593,0.0128,0.1596,0.8324,1.0000,0.5374
50.0000,0.0222,0.0153,0.0008,0.0010,14.6580,0.5181,0.3233,10.0986,9.5179,0.0284,0.1221,0.0241,0.1221,2.0802,11.3237,-28.2223,101.9759,0.2967,0.0019,0.3051,101.9778,0.6411,100.0000,100.0000,0.0061,0.0159,0.2831,1.1185,1.0000,0.5631
50.0000,0.0247,0.0102,0.0007,0.0006,9.8598,3.0347,0.9113,0.8513,9.9819,0.0181,0.0902,0.0256,0.0902,2.1693,34.9145,8.8954,74.8472,0.2241,0.0011,0.1954,74.8483,0.4555,91.1305,91.1305,0.0342,0.0105,0.1506,1.0946,0.9500,1.4839
50.0000,0.0180,0.0108,0.0008,0.0008,8.9689,5.6336,0.9963,7.2895,8.1223,0.0321,0.0750,0.0209,0.0750,2.7333,43.6294,26.3644,64.8255,0.2031,0.0007,0.1347,64.8262,0.3682,99.6343,99.6343,0.0577,0.0094,0.0676,1.1225,0.9500,1.2580
50.0000,0.0257,0.0167,0.0009,0.0009,15.7824,5.4264,0.4172,17.3195,9.1249,0.0194,0.1591,0.0208,0.1591,2.2688,-13.1900,-45.6319,130.1666,0.3584,0.0019,0.3256,130.1685,0.7282,82.6805,82.6805,0.0664,0.0082,0.2510,0.6287,1.0000,0.8022
50.0000,0.0305,0.0147,0.0011,0.0007,15.8157,2.9469,0.7512,7.2014,9.4632,0.0230,0.1755,0.0292,0.1755,1.6363,-25.0553,-50.3605,143.8118,0.4031,0.0018,0.3017,143.8136,0.7518,100.0000,100.0000,0.0302,0.0135,0.2580,0.9250,0.9700,1.0884
50.0000,0.0264,0.0145,0.0006,0.0010,13.6420,2.8320,0.0023,16.4803,8.3771,0.0212,0.1361,0.0192,0.1361,2.0488,2.5489,-31.7215,112.0669,0.3126,0.0018,0.3035,112.0687,0.6586,83.5197,83.5197,0.0347,0.0096,0.2592,0.7297,1.0000,0.6436
50.0000,0.0317,0.0094,0.0011,0.0009,9.8502,4.5263,0.3891,12.8893,8.2897,0.0211,0.0821,0.0300,0.0821,2.7973,40.1430,15.6223,68.8346,0.2152,0.0009,0.1635,68.8355,0.4219,100.0000,100.0000,0.0462,0.0104,0.1069,0.6859,1.0000,0.7585
50.0000,0.0297,0.0166,0.0006,0.0010,9.1673,5.9734,0.1456,0.4514,9.6935,0.0266,0.0764,0.0235,0.0764,1.0147,43.3898,22.4663,65.1011,0.2029,0.0007,0.1369,65.1018,0.3877,100.0000,100.0000,0.0603,0.0121,0.0645,0.8880,1.0000,1.1537
50.0000,0.0316,0.0140,0.0009,0.0008,14.2192,1.0985,0.6879,7.3969,9.5456,0.0287,0.1185,0.0320,0.1185,2.7320,13.8270,-25.8760,99.0972,0.2977,0.0018,0.2844,99.0990,0.6294,100.0000,100.0000,0.0119,0.0097,0.2628,0.5207,1.0000,0.6967
50.0000,0.0206,0.0152,0.0010,0.0008,10.9011,0.8344,0.8645,14.2628,8.5188,0.0324,0.1226,0.0307,0.1226,1.3395,10.5096,-14.2566,102.9126,0.3083,0.0013,0.2255,102.9140,0.5713,100.0000,100.0000,0.0090,0.0144,0.2021,0.9305,0.9700,1.3969
50.0000,0.0319,0.0100,0.0006,0.0007,12.2091,4.3106,0.0230,14.9007,8.5952,0.0301,0.1196,0.0280,0.1196,2.6116,12.9076,-11.3128,100.1550,0.2972,0.0012,0.2162,100.1562,0.5566,100.0000,100.0000,0.0442,0.0132,0.1587,1.4994,1.0000,1.2687
50.0000,0.0216,0.0108,0.0010,0.0006,9.3997,5.9075,0.1488,14.8998,8.5645,0.0247,0.0920,0.0307,0.0920,1.0000,32.7425,17.3514,77.3455,0.2395,0.0007,0.1397,77.3461,0.4132,100.0000,100.0000,0.0595,0.0095,0.0707,0.5602,1.0000,1.4909
50.0000,0.0263,0.0169,0.0007,0.0006,13.4787,1.1356,0.3855,17.7150,9.6970,0.0262,0.1365,0.0272,0.1365,1.0802,1.6191,-39.2999,113.1360,0.3265,0.0020,0.3255,113.1380,0.6965,82.2850,82.2850,0.0142,0.0108,0.3005,0.5194,1.0000,0.8132
50.0000,0.0212,0.0142,0.0009,0.0006,13.4422,1.6496,0.6417,0.2093,9.7185,0.0192,0.1120,0.0228,0.1120,2.0601,19.5737,-13.6149,92.4887,0.2659,0.0016,0.2652,92.4903,0.5681,100.0000,100.0000,0.0174,0.0114,0.2364,1.3244,1.0000,1.0052
50.0000,0.0274,0.0133,0.0010,0.0008,10.8217,5.7004,0.5731,11.6804,8.8960,0.0189,0.0902,0.0190,0.0902,2.1847,34.8019,13.3503,74.9769,0.2182,0.0009,0.1725,74.9778,0.4332,100.0000,100.0000,0.0578,0.0116,0.1031,0.7310,1.0000,1.1919
50.0000,0.0208,0.0157,0.0006,0.0006,8.1947,4.8096,0.0997,13.7750,8.7407,0.0179,0.0792,0.0185,0.0792,2.9517,42.5658,27.6408,66.0486,0.1949,0.0006,0.1292,66.0493,0.3618,100.0000,100.0000,0.0491,0.0117,0.0684,0.6712,1.0000,1.2927
50.0000,0.0273,0.0120,0.0009,0.0006,8.0292,2.1090,0.2167,10.5233,9.9371,0.0193,0.0669,0.0199,0.0669,1.2415,50.9380,26.6197,56.4205,0.1730,0.0009,0.1531,56.4213,0.3669,100.0000,100.0000,0.0217,0.0122,0.1192,0.9102,1.0000,1.4598
50.0000,0.0237,0.0102,0.0006,0.0007,15.7456,4.7579,0.8064,3.4654,8.9781,0.0245,0.1627,0.0172,0.1627,1.3546,-16.3836,-36.0229,133.8396,0.3671,0.0016,0.2778,133.8412,0.6801,100.0000,100.0000,0.0483,0.0091,0.2204,1.1594,0.9700,1.2439
50.0000,0.0202,0.0146,0.0010,0.0008,12.3464,2.9678,0.5718,16.9960,9.0292,0.0195,0.1240,0.0213,0.1240,2.3612,11.2315,-20.6085,102.0821,0.2887,0.0016,0.2778,102.0838,0.6030,83.0040,83.0040,0.0367,0.0147,0.2264,0.8916,1.0000,0.7451
50.0000,0.0234,0.0115,0.0011,0.0011,8.0841,3.6230,0.9315,7.9577,8.1580,0.0222,0.0723,0.0305,0.0723,1.6479,46.7941,24.1698,61.1859,0.1973,0.0008,0.1448,61.1867,0.3792,93.1460,93.1460,0.0398,0.0085,0.0965,1.4710,0.9500,1.2873
50.0000,0.0284,0.0104,0.0010,0.0007,15.0028,1.1484,0.9909,16.7654,9.6388,0.0312,0.1516,0.0230,0.1516,1.8489,-9.5216,-51.7685,125.9476,0.3574,0.0022,0.3610,125.9499,0.7588,82.4786,82.4786,0.0148,0.0097,0.3364,1.3464,0.9500,0.8764
50.0000,0.0192,0.0148,0.0008,0.0010,15.8530,2.9452,0.3092,3.4336,8.3773,0.0247,0.1321,0.0211,0.1321,1.0351,4.8766,-29.9922,109.3902,0.3100,0.0018,0.3042,109.3920,0.6500,100.0000,100.0000,0.0301,0.0153,0.2589,1.1647,1.0000,1.3640
50.0000,0.0246,0.0136,0.0006,0.0007,9.4882,4.3774,0.3968,3.0959,9.7387,0.0183,0.0791,0.0329,0.0791,1.1019,42.6047,17.5712,66.0038,0.2093,0.0008,0.1633,66.0046,0.4121,100.0000,100.0000,0.0444,0.0159,0.1030,0.9763,1.0000,1.4679
50.0000,0.0276,0.0101,0.0011,0.0011,14.4746,3.0932,0.7255,8.6337,9.3959,0.0295,0.1662,0.0222,0.1662,1.9218,-19.4963,-38.8193,137.4191,0.3841,0.0016,0.2701,137.4207,0.6941,100.0000,100.0000,0.0318,0.0101,0.2282,0.9977,0.9700,1.1008
50.0000,0.0244,0.0088,0.0010,0.0009,9.3782,5.1926,0.1982,7.0713,9.8382,0.0219,0.0782,0.0187,0.0782,2.9345,42.7747,24.1590,65.8084,0.1969,0.0008,0.1472,65.8091,0.3792,100.0000,100.0000,0.0530,0.0097,0.0845,0.7647,1.0000,1.4351
50.0000,0.0269,0.0150,0.0007,0.0008,14.1760,2.1771,0.2531,12.2792,9.2000,0.0202,0.1181,0.0255,0.1181,1.5171,15.1887,-20.3317,97.5313,0.2819,0.0016,0.2763,97.5329,0.6017,100.0000,100.0000,0.0224,0.0135,0.2404,0.6064,1.0000,0.7729
50.0000,0.0254,0.0149,0.0008,0.0010,13.1907,5.9910,0.1004,14.3506,8.8931,0.0235,0.1283,0.0313,0.1283,1.7333,7.6591,-14.6329,106.1908,0.3114,0.0012,0.2197,106.1920,0.5732,100.0000,100.0000,0.0606,0.0148,0.1443,0.6558,1.0000,0.5009
50.0000,0.0183,0.0083,0.0006,0.0008,16.1396,0.3599,0.6496,7.7580,9.1538,0.0277,0.1345,0.0230,0.1345,1.9658,2.8206,-35.5324,111.7542,0.3198,0.0021,0.3300,111.7563,0.6777,100.0000,100.0000,0.0044,0.0097,0.3159,0.7448,1.0000,0.6242
50.0000,0.0321,0.0129,0.0006,0.0006,13.6954,0.8003,0.4329,4.8878,9.0295,0.0250,0.1141,0.0313,0.1141,1.4201,17.3432,-22.6806,95.0536,0.2845,0.0017,0.2826,95.0553,0.6134,100.0000,100.0000,0.0086,0.0153,0.2587,0.8193,1.0000,1.4901
50.0000,0.0295,0.0097,0.0007,0.0009,8.3493,3.9416,0.2622,5.1071,8.7806,0.0324,0.0696,0.0195,0.0696,1.6108,47.3746,25.6917,60.5185,0.1910,0.0007,0.1398,60.5192,0.3715,100.0000,100.0000,0.0400,0.0109,0.0888,0.5802,1.0000,1.1916
50.0000,0.0329,0.0109,0.0008,0.0007,9.3638,3.1839,0.5823,5.5407,9.5716,0.0273,0.0780,0.0172,0.0780,1.0590,42.1573,17.8389,66.5182,0.2006,0.0009,0.1649,66.5191,0.4108,100.0000,100.0000,0.0324,0.0084,0.1240,1.0870,1.0000,0.8059
50.0000,0.0265,0.0094,0.0010,0.0007,14.5284,0.4126,0.1579,9.3681,8.8806,0.0240,0.1211,0.0187,0.1211,1.6874,12.6405,-24.7614,100.4615,0.2848,0.0019,0.3014,100.4634,0.6238,100.0000,100.0000,0.0048,0.0138,0.2828,0.5731,1.0000,0.9333
50.0000,0.0207,0.0113,0.0008,0.0008,16.9243,4.6385,0.1170,5.6109,9.7652,0.0297,0.1410,0.0249,0.1410,1.9767,-1.9857,-34.7118,117.2818,0.3367,0.0018,0.3034,117.2836,0.6736,100.0000,100.0000,0.0472,0.0101,0.2461,0.8371,1.0000,0.7333
50.0000,0.0270,0.0158,0.0009,0.0006,16.9562,3.7797,0.4781,1.9710,9.0966,0.0264,0.1413,0.0249,0.1413,2.3206,-1.7404,-39.1223,116.9996,0.3339,0.0019,0.3174,117.0015,0.6956,100.0000,100.0000,0.0386,0.0145,0.2643,0.6403,1.0000,1.3784
50.0000,0.0201,0.0170,0.0008,0.0011,11.8149,4.9261,0.3384,0.9128,8.9388,0.0207,0.0985,0.0279,0.0985,1.5866,28.8084,2.2848,81.8692,0.2456,0.0011,0.2041,81.8703,0.4886,100.0000,100.0000,0.0501,0.0156,0.1385,1.3653,1.0000,1.2911
50.0000,0.0262,0.0083,0.0006,0.0009,11.4669,5.2165,0.9167,14.0114,9.7112,0.0238,0.1212,0.0278,0.1212,1.0312,12.5675,-6.6980,100.5463,0.2940,0.0011,0.2034,100.5474,0.5335,91.6715,91.6715,0.0575,0.0088,0.1371,0.9169,0.9500,1.4093
50.0000,0.0323,0.0151,0.0010,0.0010,10.3547,5.1084,0.4817,2.4683,9.6934,0.0280,0.0863,0.0275,0.0863,2.5385,36.3189,10.2756,73.2324,0.2281,0.0009,0.1712,73.2333,0.4486,100.0000,100.0000,0.0520,0.0139,0.1052,0.9369,1.0000,0.5276
50.0000,0.0299,0.0087,0.0010,0.0010,12.8760,2.7298,0.1034,11.1926,9.1237,0.0213,0.1073,0.0192,0.1073,2.9326,22.5772,-8.1420,89.0348,0.2551,0.0014,0.2450,89.0362,0.5407,100.0000,100.0000,0.0284,0.0132,0.2035,0.8892,1.0000,1.0547
50.0000,0.0327,0.0146,0.0006,0.0007,10.6875,4.4001,0.2105,2.1108,9.6128,0.0305,0.0891,0.0181,0.0891,2.4210,34.0628,8.1324,75.8268,0.2267,0.0010,0.1840,75.8278,0.4593,100.0000,100.0000,0.0450,0.0126,0.1263,1.3132,1.0000,1.0627
50.0000,0.0231,0.0146,0.0008,0.0010,10.7299,4.7318,0.8849,8.3347,9.5692,0.0218,0.1010,0.0299,0.1010,2.7713,26.8656,4.7769,84.1035,0.2538,0.0010,0.1829,84.1045,0.4761,100.0000,100.0000,0.0483,0.0139,0.1207,0.7239,0.9700,1.2394
50.0000,0.0283,0.0126,0.0007,0.0006,8.6166,4.2475,0.5702,7.6032,8.4187,0.0318,0.0718,0.0268,0.0718,2.7728,45.8985,22.1843,62.2160,0.2022,0.0007,0.1446,62.2167,0.3891,100.0000,100.0000,0.0434,0.0135,0.0877,0.6147,1.0000,0.5571
50.0000,0.0229,0.0138,0.0007,0.0008,12.1438,5.7305,0.6175,10.2198,9.8917,0.0279,0.1012,0.0205,0.1012,1.2352,25.9640,2.0952,85.1404,0.2508,0.0011,0.2005,85.1415,0.4895,100.0000,100.0000,0.0578,0.0136,0.1291,0.6439,1.0000,1.4369
50.0000,0.0237,0.0132,0.0011,0.0009,14.8149,3.8630,0.2291,15.0165,8.4519,0.0185,0.1453,0.0280,0.1453,1.6114,-3.4710,-37.7895,118.9898,0.3370,0.0019,0.3131,118.9917,0.6889,84.9835,84.9835,0.0462,0.0087,0.2582,1.1913,1.0000,0.7527
50.0000,0.0229,0.0098,0.0006,0.0010,9.5927,2.7701,0.6719,8.1051,9.9383,0.0263,0.0799,0.0294,0.0799,2.3166,40.9562,14.3145,67.8993,0.2156,0.0010,0.1786,67.9003,0.4284,100.0000,100.0000,0.0287,0.0130,0.1369,1.4147,1.0000,0.7291
50.0000,0.0216,0.0098,0.0011,0.0006,10.1501,2.5367,0.7978,7.4570,8.7602,0.0229,0.1060,0.0202,0.1060,1.7653,23.2557,3.4164,88.2548,0.2552,0.0011,0.1948,88.2559,0.4829,100.0000,100.0000,0.0263,0.0157,0.1528,1.4708,0.9700,0.9705
50.0000,0.0186,0.0110,0.0007,0.0010,15.5760,4.6569,0.2094,12.4416,8.0392,0.0238,0.1298,0.0289,0.1298,2.7169,6.5943,-24.4539,107.4150,0.3123,0.0016,0.2787,107.4166,0.6223,100.0000,100.0000,0.0475,0.0124,0.2188,0.7570,1.0000,0.7614
50.0000,0.0271,0.0144,0.0009,0.0006,8.9642,5.8061,0.7751,17.3912,9.3437,0.0324,0.1167,0.0233,0.1167,2.9157,14.6060,2.0759,98.2024,0.2891,0.0008,0.1576,98.2031,0.4896,82.6088,82.6088,0.0714,0.0092,0.0771,1.0297,0.9700,1.0675
50.0000,0.0240,0.0119,0.0007,0.0007,11.8119,0.6725,0.6990,9.5899,8.3837,0.0232,0.0984,0.0190,0.0984,1.5392,28.5040,-4.3807,82.2190,0.2390,0.0015,0.2455,82.2205,0.5219,100.0000,100.0000,0.0076,0.0147,0.2232,1.4750,1.0000,0.8257
50.0000,0.0220,0.0160,0.0009,0.0008,11.6276,5.5435,0.3527,17.1265,9.6091,0.0304,0.1169,0.0295,0.1169,2.0701,14.6975,-11.6223,98.0966,0.2938,0.0012,0.2246,98.0978,0.5581,82.8735,82.8735,0.0677,0.0095,0.1474,0.8515,1.0000,0.9991
50.0000,0.0321,0.0151,0.0007,0.0011,8.9903,1.6081,0.6170,14.0059,8.4683,0.0243,0.0871,0.0280,0.0871,2.0298,36.2197,9.3894,73.3463,0.2265,0.0010,0.1776,73.3473,0.4531,100.0000,100.0000,0.0168,0.0123,0.1484,0.6030,1.0000,1.3963
50.0000,0.0171,0.0098,0.0006,0.0006,13.9907,2.4250,0.8892,9.0120,8.6746,0.0171,0.1311,0.0304,0.1311,2.0540,6.5556,-21.4152,107.4595,0.3098,0.0016,0.2691,107.4611,0.6071,100.0000,100.0000,0.0250,0.0121,0.2321,0.6059,0.9700,1.3686
50.0000,0.0298,0.0146,0.0008,0.0007,13.5517,5.1396,0.8193,5.3171,8.4238,0.0303,0.1378,0.0172,0.1378,2.5454,0.1530,-20.4024,114.8228,0.3232,0.0013,0.2330,114.8241,0.6020,100.0000,100.0000,0.0524,0.0118,0.1688,1.0790,0.9700,0.9436
50.0000,0.0275,0.0109,0.0008,0.0008,10.9790,4.4489,0.4276,6.8870,9.6511,0.0316,0.0915,0.0214,0.0915,1.1043,32.2266,6.4377,77.9383,0.2360,0.0010,0.1917,77.9394,0.4678,100.0000,100.0000,0.0451,0.0155,0.1311,0.9901,1.0000,0.8071
50.0000,0.0260,0.0109,0.0010,0.0006,11.6510,4.3217,0.4212,7.7500,9.4320,0.0197,0.0971,0.0301,0.0971,1.8782,29.8822,3.0322,80.6344,0.2440,0.0011,0.2023,80.6355,0.4848,100.0000,100.0000,0.0439,0.0115,0.1469,0.6377,1.0000,0.5550
50.0000,0.0231,0.0087,0.0007,0.0009,10.4261,1.1832,0.6266,15.7307,8.6942,0.0274,0.1031,0.0283,0.1031,1.5741,24.7037,-7.7160,86.5893,0.2618,0.0015,0.2434,86.5908,0.5386,84.2693,84.2693,0.0147,0.0087,0.2200,0.6414,1.0000,1.2291
50.0000,0.0277,0.0086,0.0006,0.0008,13.5518,1.2105,0.8924,7.7740,8.8055,0.0320,0.1266,0.0312,0.1266,2.6555,7.7855,-25.2634,106.0450,0.3163,0.0017,0.2723,106.0467,0.6263,100.0000,100.0000,0.0133,0.0119,0.2472,1.4044,0.9700,0.5864
50.0000,0.0244,0.0114,0.0006,0.0010,16.7886,4.4311,0.9568,13.5321,8.7228,0.0184,0.1691,0.0329,0.1691,1.6370,-20.0379,-48.1651,138.0417,0.3895,0.0019,0.3140,138.0436,0.7408,95.6786,95.6786,0.0470,0.0081,0.2589,0.7641,0.9500,1.0713
50.0000,0.0271,0.0089,0.0009,0.0007,13.5823,4.1563,0.9223,13.8539,8.0641,0.0308,0.1425,0.0253,0.1425,1.8118,-3.1202,-28.2674,118.5867,0.3410,0.0015,0.2627,118.5882,0.6413,92.2347,92.2347,0.0460,0.0117,0.2051,1.3077,0.9500,1.2679
50.0000,0.0221,0.0085,0.0009,0.0009,10.0078,3.8389,0.8979,12.5583,8.9547,0.0269,0.0929,0.0223,0.0929,1.4359,31.8742,11.0168,78.3438,0.2350,0.0010,0.1774,78.3447,0.4449,100.0000,100.0000,0.0390,0.0148,0.1237,0.5606,0.9700,0.5133
50.0000,0.0287,0.0121,0.0010,0.0009,9.3356,1.3568,0.3776,0.5702,9.6323,0.0223,0.0778,0.0248,0.0778,1.6379,42.9736,12.9987,65.5793,0.2026,0.0011,0.1897,65.5804,0.4350,100.0000,100.0000,0.0143,0.0150,0.1603,1.0247,1.0000,1.3882
50.0000,0.0263,0.0162,0.0011,0.0010,13.9192,5.6218,0.1812,5.5695,8.5081,0.0234,0.1160,0.0328,0.1160,2.8232,16.2507,-13.2277,96.3104,0.2883,0.0013,0.2333,96.3117,0.5661,100.0000,100.0000,0.0574,0.0096,0.1662,1.4381,1.0000,0.5043
50.0000,0.0259,0.0122,0.0011,0.0009,10.6331,5.9669,0.0241,0.7706,8.9716,0.0289,0.0886,0.0234,0.0886,2.1510,34.5897,13.1676,75.2210,0.2295,0.0008,0.1646,75.2219,0.4342,100.0000,100.0000,0.0605,0.0101,0.0940,0.9232,1.0000,1.1312
50.0000,0.0210,0.0127,0.0009,0.0007,10.0962,5.6974,0.2440,8.4877,9.4198,0.0290,0.0841,0.0281,0.0841,2.3495,37.6825,15.8281,71.6643,0.2254,0.0008,0.1602,71.6651,0.4209,100.0000,100.0000,0.0579,0.0139,0.0883,1.1345,1.0000,0.5972
50.0000,0.0284,0.0106,0.0009,0.0010,13.4760,2.9507,0.2882,8.9990,9.1205,0.0177,0.1123,0.0190,0.1123,2.4704,19.5721,-10.4112,92.4906,0.2613,0.0015,0.2499,92.4921,0.5521,100.0000,100.0000,0.0305,0.0083,0.2111,0.9621,1.0000,1.0425
50.0000,0.0247,0.0162,0.0007,0.0008,12.2768,4.9017,0.9822,14.6448,8.6601,0.0193,0.1220,0.0317,0.1220,1.8810,12.5858,-10.4382,100.5252,0.2951,0.0012,0.2147,100.5264,0.5522,98.2226,98.2226,0.0507,0.0132,0.1508,0.7299,0.9500,1.2113
50.0000,0.0214,0.0167,0.0011,0.0010,16.6249,2.3894,0.0677,15.3586,9.0580,0.0173,0.1637,0.0254,0.1637,2.4630,-16.1255,-57.1464,133.5420,0.3701,0.0023,0.3755,133.5443,0.7857,84.6414,84.6414,0.0292,0.0092,0.3372,0.9149,1.0000,1.4263
50.0000,0.0253,0.0129,0.0007,0.0007,12.8473,3.0640,0.4707,7.3194,8.6768,0.0323,0.1071,0.0309,0.1071,2.7570,21.3118,-10.5442,90.4900,0.2773,0.0014,0.2359,90.4914,0.5527,100.0000,100.0000,0.0316,0.0082,0.1962,0.5418,1.0000,0.8883
50.0000,0.0303,0.0118,0.0010,0.0007,15.8751,2.9609,0.8526,6.7800,8.0292,0.0281,0.1552,0.0202,0.1552,1.5518,-11.6063,-41.0605,128.3455,0.3586,0.0018,0.3027,128.3473,0.7053,100.0000,100.0000,0.0302,0.0136,0.2589,0.6498,0.9700,1.1466
50.0000,0.0246,0.0145,0.0009,0.0011,16.6489,1.1690,0.5119,3.8308,8.2469,0.0288,0.1387,0.0231,0.1387,2.0856,-0.2747,-40.4233,115.3138,0.3294,0.0021,0.3317,115.3159,0.7021,100.0000,100.0000,0.0126,0.0087,0.3104,1.2255,1.0000,1.4228
50.0000,0.0212,0.0167,0.0008,0.0007,11.5933,2.5572,0.2935,7.9608,8.2335,0.0281,0.0966,0.0288,0.0966,1.6350,29.1211,-1.0343,81.5095,0.2502,0.0013,0.2154,81.5108,0.5052,100.0000,100.0000,0.0262,0.0082,0.1810,0.6673,1.0000,0.5079
50.0000,0.0316,0.0087,0.0009,0.0011,15.3890,1.8919,0.0147,6.2366,8.9750,0.0235,0.1282,0.0238,0.1282,2.1542,7.7204,-30.2701,106.1197,0.3038,0.0018,0.3053,106.1215,0.6514,100.0000,100.0000,0.0197,0.0151,0.2704,0.7991,1.0000,0.8116
50.0000,0.0315,0.0111,0.0007,0.0009,15.6723,2.6448,0.9461,7.0446,9.0148,0.0256,0.1380,0.0198,0.1380,1.3905,0.6302,-36.0850,114.2734,0.3214,0.0019,0.3149,114.2753,0.6804,94.6110,94.6110,0.0287,0.0101,0.2761,1.1838,0.9500,1.2775
50.0000,0.0258,0.0140,0.0008,0.0009,8.5488,5.8893,0.2036,2.6275,9.6724,0.0224,0.0712,0.0325,0.0712,1.2748,47.5140,26.6649,60.3584,0.1974,0.0006,0.1277,60.3589,0.3667,100.0000,100.0000,0.0594,0.0146,0.0536,0.5791,1.0000,0.7626
50.0000,0.0224,0.0124,0.0007,0.0006,13.0199,3.0908,0.5616,2.4245,8.0901,0.0222,0.1085,0.0190,0.1085,1.6520,21.6320,-6.7953,90.1218,0.2582,0.0014,0.2396,90.1232,0.5340,100.0000,100.0000,0.0316,0.0090,0.1991,0.8660,1.0000,0.8677
50.0000,0.0273,0.0135,0.0006,0.0010,13.1026,1.4543,0.3291,15.3051,8.5289,0.0245,0.1289,0.0235,0.1289,1.1773,7.1192,-31.2041,106.8110,0.3058,0.0019,0.3079,106.8129,0.6560,84.6949,84.6949,0.0178,0.0145,0.2756,1.1547,1.0000,0.9064
50.0000,0.0294,0.0091,0.0009,0.0009,11.7682,2.2303,0.7980,11.3509,9.3013,0.0246,0.1229,0.0267,0.1229,2.3224,11.3041,-13.4897,101.9989,0.2970,0.0013,0.2302,102.0002,0.5674,100.0000,100.0000,0.0232,0.0159,0.1911,0.8506,0.9700,0.6098
50.0000,0.0284,0.0152,0.0010,0.0008,15.9548,4.7292,0.7698,4.6580,8.9121,0.0224,0.1727,0.0196,0.1727,2.5132,-23.0681,-43.8547,141.5266,0.3874,0.0017,0.2865,141.5283,0.7193,100.0000,100.0000,0.0483,0.0132,0.2250,1.0549,0.9700,0.7977
50.0000,0.0278,0.0115,0.0008,0.0007,14.0653,3.3328,0.1353,12.7454,8.9830,0.0257,0.1172,0.0322,0.1172,1.6943,15.1062,-19.1910,97.6263,0.2924,0.0015,0.2628,97.6279,0.5960,100.0000,100.0000,0.0341,0.0135,0.2152,1.0087,1.0000,1.0232
50.0000,0.0185,0.0149,0.0010,0.0010,11.4318,3.5149,0.4579,14.4295,8.6870,0.0173,0.1113,0.0246,0.1113,2.5590,20.2923,-1.7540,91.6627,0.2646,0.0012,0.2088,91.6639,0.5088,100.0000,100.0000,0.0361,0.0140,0.1587,0.9011,1.0000,0.6242
50.0000,0.0196,0.0151,0.0010,0.0007,11.0512,0.1151,0.6325,12.6687,9.1389,0.0281,0.0921,0.0286,0.0921,1.7890,32.2649,-2.4410,77.8939,0.2410,0.0014,0.2348,77.8954,0.5122,100.0000,100.0000,0.0019,0.0135,0.2193,0.9848,1.0000,1.1112
50.0000,0.0176,0.0111,0.0008,0.0009,9.7667,2.8772,0.2901,11.1263,8.0308,0.0329,0.0814,0.0213,0.0814,2.9574,39.0840,13.8012,70.0524,0.2170,0.0010,0.1836,70.0534,0.4310,100.0000,100.0000,0.0298,0.0153,0.1384,0.8183,1.0000,1.1728
50.0000,0.0246,0.0100,0.0007,0.0010,12.1419,1.2431,0.7250,1.1477,8.2568,0.0237,0.1396,0.0183,0.1396,1.1023,-0.1813,-19.5060,115.2070,0.3211,0.0015,0.2401,115.2085,0.5975,100.0000,100.0000,0.0131,0.0082,0.2187,1.4074,0.9700,1.3297
50.0000,0.0329,0.0086,0.0006,0.0010,10.4331,5.9333,0.3237,7.6009,9.1599,0.0212,0.0869,0.0240,0.0869,2.6681,36.7523,14.3799,72.7340,0.2191,0.0008,0.1658,72.7349,0.4281,100.0000,100.0000,0.0604,0.0150,0.0905,1.1400,1.0000,0.8343
50.0000,0.0230,0.0090,0.0010,0.0008,13.2214,2.9649,0.7807,4.8759,9.5428,0.0277,0.1411,0.0283,0.1411,2.1064,-1.7907,-23.6284,117.0578,0.3383,0.0015,0.2461,117.0593,0.6181,100.0000,100.0000,0.0305,0.0101,0.2056,0.7526,0.9700,0.7866
50.0000,0.0218,0.0135,0.0007,0.0008,11.7007,2.2677,0.9498,9.1223,9.5153,0.0217,0.1027,0.0280,0.1027,2.2923,25.7589,-6.3173,85.3759,0.2550,0.0014,0.2399,85.3773,0.5316,94.9796,94.9796,0.0248,0.0158,0.1993,0.9418,0.9500,1.1548
