MOE3.Percentage of unspent funds,com_post_MOPs.Communication System.Time to get info,com_post_MOPs.Computer.Processing time,comms_MOPs.Satellite.Receiving time,comms_MOPs.Satellite.Sending time,target.Distance from base,target.Distance from optimized path start,environment.Precipitation,environment.Wind speed,h.Analysis time,h.Rescue in region time,h.Time to hospital,h.Time to prepare,h.Time to region,laptop.Recognition software tool.Analysis time,MOE1.Fuel cost improvement rate,MOE2.Time improvement Rate,rescue unit MOPs.Fuel cost,rescue unit MOPs.Time to rescue,search unit MOPs.Fuel cost,search unit MOPs.Time to detect,Total MOPs.Fuel consumption cost,Total MOPs.Mission time,UAV.Conditional cruise speed,UAV.Conditional max speed,UAV.Search time,UAV.Time to prepare,UAV.Time to region,UAV.camera.Transmission delay,UAV.camera.Transparency,UAV.nav.Wireless connection delay rate
50.0000,0.0183,0.0105,0.0011,0.0011,16.5620,4.4819,0.8693,9.0782,8.8536,0.0246,0.1588,0.0308,0.1588,2.8748,-13.6514,-41.2282,130.6974,0.3729,0.0018,0.3024,130.6991,0.7061,100.0000,100.0000,0.0460,0.0144,0.2421,1.1901,0.9700,0.8160
50.0000,0.0200,0.0131,0.0008,0.0011,12.6687,0.8510,0.4712,6.2052,9.8716,0.0232,0.1056,0.0186,0.1056,2.7761,23.5303,-9.1703,87.9386,0.2529,0.0016,0.2580,87.9402,0.5459,100.0000,100.0000,0.0095,0.0117,0.2368,0.6796,1.0000,0.8702
50.0000,0.0257,0.0109,0.0009,0.0007,13.6167,4.2733,0.2217,9.3283,8.1759,0.0187,0.1135,0.0262,0.1135,2.6582,18.6200,-10.4992,93.5856,0.2718,0.0014,0.2426,93.5870,0.5525,100.0000,100.0000,0.0438,0.0113,0.1875,1.0770,1.0000,1.1836
50.0000,0.0326,0.0088,0.0007,0.0006,9.8572,5.1111,0.9793,2.0782,9.5239,0.0277,0.0839,0.0215,0.0839,1.9548,38.0357,15.8927,71.2581,0.2169,0.0008,0.1608,71.2590,0.4205,97.9258,97.9258,0.0530,0.0105,0.0974,0.6870,0.9500,0.8647
50.0000,0.0258,0.0111,0.0010,0.0009,13.6451,3.3299,0.2226,15.6345,8.6739,0.0189,0.1348,0.0286,0.1348,2.5621,3.7777,-29.9751,110.6538,0.3170,0.0018,0.2939,110.6556,0.6499,84.3655,84.3655,0.0404,0.0085,0.2450,0.8651,1.0000,0.9262
50.0000,0.0259,0.0127,0.0006,0.0008,8.1887,1.6491,0.4252,13.5018,8.1276,0.0314,0.0789,0.0306,0.0789,2.6168,41.0193,15.9377,67.8268,0.2198,0.0009,0.1604,67.8278,0.4203,100.0000,100.0000,0.0174,0.0116,0.1314,0.6913,1.0000,1.1387
50.0000,0.0215,0.0092,0.0008,0.0008,14.8803,2.0189,0.3163,2.6267,8.1653,0.0310,0.1240,0.0244,0.1240,2.7480,9.6936,-25.8758,103.8506,0.3034,0.0018,0.2936,103.8524,0.6294,100.0000,100.0000,0.0212,0.0147,0.2577,1.0378,1.0000,0.7646
50.0000,0.0174,0.0163,0.0007,0.0010,13.1589,2.8097,0.3526,13.5903,9.4495,0.0243,0.1269,0.0216,0.1269,2.4007,8.5504,-17.2138,105.1656,0.2997,0.0015,0.2511,105.1670,0.5861,100.0000,100.0000,0.0290,0.0148,0.2073,0.9167,1.0000,0.5332
50.0000,0.0193,0.0166,0.0010,0.0006,8.0285,4.7846,0.5734,0.6083,8.3069,0.0197,0.0669,0.0227,0.0669,1.1923,50.8928,32.0487,56.4726,0.1762,0.0006,0.1260,56.4733,0.3398,100.0000,100.0000,0.0485,0.0121,0.0655,0.9826,1.0000,1.0991
50.0000,0.0237,0.0096,0.0009,0.0006,9.7728,5.1281,0.2606,15.4937,9.8267,0.0217,0.0964,0.0217,0.0964,2.6860,30.1251,8.3580,80.3551,0.2362,0.0010,0.1874,80.3561,0.4582,84.5063,84.5063,0.0618,0.0152,0.1104,1.3295,1.0000,0.8423
50.0000,0.0285,0.0151,0.0010,0.0007,16.0154,5.9827,0.5921,8.2785,8.3240,0.0237,0.1335,0.0308,0.1335,1.2757,4.0701,-27.6184,110.3179,0.3214,0.0015,0.2714,110.3194,0.6381,100.0000,100.0000,0.0605,0.0099,0.2010,1.0831,1.0000,0.7085
50.0000,0.0193,0.0116,0.0006,0.0010,13.3723,2.1543,0.2171,6.3659,9.4514,0.0207,0.1114,0.0178,0.1114,2.3391,19.7739,-10.9829,92.2584,0.2614,0.0015,0.2610,92.2600,0.5549,100.0000,100.0000,0.0225,0.0137,0.2248,1.1441,1.0000,0.8708
50.0000,0.0234,0.0155,0.0011,0.0006,16.3348,2.1041,0.1929,9.1712,9.4383,0.0272,0.1361,0.0315,0.1361,1.4879,1.7503,-37.5990,112.9852,0.3310,0.0019,0.3164,112.9872,0.6880,100.0000,100.0000,0.0219,0.0094,0.2852,1.4280,1.0000,1.1108
50.0000,0.0201,0.0108,0.0008,0.0006,15.4982,0.6934,0.3178,11.5787,9.3080,0.0255,0.1292,0.0259,0.1292,1.5255,6.8323,-32.1133,107.1409,0.3096,0.0020,0.3186,107.1429,0.6606,100.0000,100.0000,0.0076,0.0146,0.2964,0.8490,1.0000,0.5832
50.0000,0.0224,0.0118,0.0010,0.0006,13.3943,2.6125,0.5801,16.3113,9.6531,0.0226,0.1334,0.0297,0.1334,2.1028,4.2701,-31.8442,110.0876,0.3191,0.0018,0.3043,110.0894,0.6592,83.6887,83.6887,0.0321,0.0141,0.2581,1.1424,1.0000,0.8112
50.0000,0.0197,0.0111,0.0008,0.0009,14.5780,0.1782,0.6716,6.0520,9.6156,0.0225,0.1215,0.0225,0.1215,1.7461,12.5570,-24.8775,100.5575,0.2879,0.0019,0.3041,100.5594,0.6244,100.0000,100.0000,0.0027,0.0127,0.2888,1.4975,1.0000,1.3658
50.0000,0.0196,0.0138,0.0009,0.0006,16.2778,0.9086,0.4383,11.5569,8.2438,0.0289,0.1356,0.0223,0.1356,2.2870,1.8674,-36.8915,112.8505,0.3225,0.0020,0.3271,112.8525,0.6845,100.0000,100.0000,0.0100,0.0089,0.3081,1.1395,1.0000,1.2950
50.0000,0.0178,0.0112,0.0008,0.0010,15.4823,1.8050,0.2527,16.9912,8.7349,0.0281,0.1554,0.0241,0.1554,1.9841,-11.7929,-52.3714,128.5596,0.3630,0.0022,0.3680,128.5618,0.7619,83.0088,83.0088,0.0227,0.0154,0.3298,1.4797,1.0000,0.5325
50.0000,0.0284,0.0113,0.0008,0.0010,9.6769,1.7861,0.3210,11.9098,8.1104,0.0226,0.0806,0.0256,0.0806,2.8390,40.9582,11.3718,67.8970,0.2094,0.0011,0.1923,67.8981,0.4431,100.0000,100.0000,0.0190,0.0151,0.1582,1.3909,1.0000,0.7109
50.0000,0.0223,0.0088,0.0007,0.0010,13.8891,0.3412,0.4449,14.0622,8.1821,0.0287,0.1347,0.0266,0.1347,1.9648,2.5656,-28.3270,112.0477,0.3246,0.0018,0.2841,112.0495,0.6416,100.0000,100.0000,0.0042,0.0083,0.2716,0.9049,1.0000,1.1647
50.0000,0.0208,0.0135,0.0007,0.0009,13.2255,0.9788,0.0609,8.1543,8.7969,0.0186,0.1102,0.0287,0.1102,2.3715,20.8978,-14.0642,90.9658,0.2678,0.0016,0.2667,90.9675,0.5703,100.0000,100.0000,0.0108,0.0103,0.2456,1.2697,1.0000,1.2023
50.0000,0.0261,0.0107,0.0008,0.0006,10.3021,4.3713,0.8446,2.7926,8.7962,0.0279,0.1016,0.0248,0.1016,1.5524,25.6562,6.3277,85.4944,0.2559,0.0009,0.1743,85.4953,0.4684,100.0000,100.0000,0.0443,0.0107,0.1193,0.6850,0.9700,1.1816
50.0000,0.0209,0.0121,0.0009,0.0009,10.0758,0.0153,0.3324,9.6699,8.1641,0.0241,0.0840,0.0201,0.0840,1.6839,38.4444,7.1194,70.7877,0.2121,0.0013,0.2175,70.7890,0.4644,100.0000,100.0000,0.0010,0.0146,0.2020,1.2537,1.0000,1.3782
50.0000,0.0317,0.0128,0.0007,0.0006,13.5970,2.3246,0.0686,4.4729,9.5968,0.0251,0.1133,0.0213,0.1133,2.7605,17.9027,-15.6369,94.4104,0.2730,0.0016,0.2593,94.4119,0.5782,100.0000,100.0000,0.0243,0.0090,0.2260,1.1281,1.0000,0.9319
50.0000,0.0194,0.0162,0.0006,0.0006,12.5961,0.2415,0.7982,8.5249,9.5728,0.0262,0.1315,0.0320,0.1315,2.0120,5.1000,-24.7035,109.1333,0.3212,0.0016,0.2655,109.1350,0.6235,100.0000,100.0000,0.0033,0.0144,0.2479,1.1501,0.9700,1.4060
50.0000,0.0322,0.0116,0.0011,0.0006,10.2245,2.4514,0.0732,3.1880,8.5186,0.0240,0.0852,0.0279,0.0852,1.6815,37.6023,7.1203,71.7563,0.2223,0.0011,0.1966,71.7574,0.4644,100.0000,100.0000,0.0254,0.0150,0.1562,1.4005,1.0000,1.2946
50.0000,0.0264,0.0085,0.0009,0.0008,8.4793,0.3413,0.9679,7.0624,8.1211,0.0311,0.0730,0.0290,0.0730,2.1741,45.1503,13.8418,63.0761,0.2061,0.0011,0.1881,63.0772,0.4308,96.7874,96.7874,0.0044,0.0148,0.1688,0.8617,0.9500,1.2203
50.0000,0.0217,0.0149,0.0007,0.0008,12.9906,5.4365,0.2431,2.9721,9.3226,0.0261,0.1083,0.0185,0.1083,1.8069,21.2809,-3.2628,90.5257,0.2611,0.0012,0.2171,90.5269,0.5163,100.0000,100.0000,0.0552,0.0101,0.1518,1.2722,1.0000,1.2317
50.0000,0.0261,0.0119,0.0007,0.0008,15.1254,2.4459,0.3478,13.4498,9.5765,0.0292,0.1456,0.0199,0.1456,2.9690,-5.1150,-34.2894,120.8804,0.3404,0.0018,0.2917,120.8822,0.6714,100.0000,100.0000,0.0255,0.0122,0.2540,0.6353,1.0000,0.7870
50.0000,0.0181,0.0131,0.0008,0.0009,12.4990,0.4042,0.1086,2.0431,8.5773,0.0281,0.1042,0.0261,0.1042,2.1056,23.8791,-11.6812,87.5374,0.2625,0.0016,0.2631,87.5390,0.5584,100.0000,100.0000,0.0048,0.0156,0.2427,0.6723,1.0000,1.3904
50.0000,0.0232,0.0140,0.0007,0.0009,8.7881,0.5833,0.1184,17.0876,8.7213,0.0241,0.0883,0.0242,0.0883,1.8540,35.4068,3.6562,74.2809,0.2250,0.0013,0.2180,74.2822,0.4817,82.9124,82.9124,0.0079,0.0118,0.1983,1.2812,1.0000,0.7626
50.0000,0.0233,0.0114,0.0008,0.0007,12.4024,5.4335,0.6239,11.1960,8.9088,0.0284,0.1034,0.0186,0.1034,2.2423,24.3919,0.8107,86.9482,0.2538,0.0011,0.2060,86.9493,0.4959,100.0000,100.0000,0.0553,0.0107,0.1399,1.3866,1.0000,0.8754
50.0000,0.0310,0.0147,0.0008,0.0006,15.9240,0.0576,0.2669,9.5991,9.9106,0.0214,0.1327,0.0253,0.1327,2.4847,4.8948,-38.1547,109.3689,0.3121,0.0021,0.3316,109.3710,0.6908,100.0000,100.0000,0.0016,0.0120,0.3180,1.3271,1.0000,1.1328
50.0000,0.0206,0.0097,0.0006,0.0007,12.1248,5.5328,0.0744,12.7595,9.7000,0.0279,0.1010,0.0208,0.1010,2.2850,26.0772,3.3543,85.0102,0.2507,0.0011,0.2009,85.0113,0.4832,100.0000,100.0000,0.0562,0.0124,0.1323,0.7481,1.0000,0.8619
50.0000,0.0256,0.0143,0.0008,0.0009,15.3178,3.7834,0.2611,4.3093,8.7429,0.0308,0.1276,0.0202,0.1276,2.4076,7.1837,-25.3821,106.7371,0.3063,0.0017,0.2791,106.7388,0.6269,100.0000,100.0000,0.0387,0.0091,0.2312,0.7481,1.0000,0.9892
50.0000,0.0248,0.0151,0.0010,0.0007,15.4283,3.3796,0.7035,11.0426,8.2421,0.0293,0.1828,0.0286,0.1828,1.9990,-30.9514,-50.1692,150.5924,0.4234,0.0017,0.2858,150.5941,0.7508,100.0000,100.0000,0.0347,0.0098,0.2414,1.0152,0.9700,0.6901
50.0000,0.0210,0.0133,0.0006,0.0009,11.6005,1.7304,0.2556,14.8415,8.3168,0.0271,0.1135,0.0194,0.1135,1.5381,17.4927,-8.1786,94.8820,0.2736,0.0014,0.2315,94.8833,0.5409,100.0000,100.0000,0.0181,0.0155,0.1979,1.3192,1.0000,0.8712
50.0000,0.0301,0.0117,0.0009,0.0011,15.3780,1.4982,0.3846,10.3861,9.8994,0.0241,0.1281,0.0276,0.1281,2.6198,7.7062,-31.3547,106.1360,0.3080,0.0019,0.3050,106.1378,0.6568,100.0000,100.0000,0.0159,0.0107,0.2783,0.7771,1.0000,1.3459
50.0000,0.0292,0.0129,0.0008,0.0009,14.5800,3.6782,0.8848,17.5970,9.0527,0.0198,0.1666,0.0170,0.1666,1.2444,-18.5085,-47.1854,136.2829,0.3701,0.0019,0.3220,136.2848,0.7359,82.4030,82.4030,0.0452,0.0119,0.2649,0.7643,0.9700,0.5105
50.0000,0.0237,0.0158,0.0007,0.0008,8.8773,4.2967,0.1439,16.2404,9.2631,0.0238,0.0883,0.0244,0.0883,2.1120,35.4606,11.5759,74.2194,0.2248,0.0009,0.1763,74.2203,0.4421,83.7596,83.7596,0.0521,0.0141,0.1102,0.7686,1.0000,1.4030
50.0000,0.0255,0.0136,0.0008,0.0006,13.5428,1.3620,0.6692,10.5703,8.3840,0.0236,0.1129,0.0288,0.1129,2.3114,18.4156,-18.5224,93.8204,0.2781,0.0016,0.2740,93.8221,0.5926,100.0000,100.0000,0.0147,0.0150,0.2443,1.4645,1.0000,1.1981
50.0000,0.0325,0.0113,0.0008,0.0006,10.9796,4.3125,0.1118,14.0041,9.3510,0.0260,0.1064,0.0194,0.1064,1.0545,22.5908,1.3732,89.0195,0.2582,0.0010,0.1897,89.0206,0.4931,100.0000,100.0000,0.0437,0.0121,0.1340,0.8483,1.0000,1.1705
50.0000,0.0294,0.0106,0.0010,0.0009,16.1851,3.8333,0.3160,16.9875,9.6626,0.0253,0.1625,0.0190,0.1625,1.9220,-16.3343,-53.2375,133.7823,0.3692,0.0021,0.3550,133.7845,0.7662,83.0125,83.0125,0.0471,0.0100,0.2980,1.2557,1.0000,0.7828
50.0000,0.0186,0.0162,0.0008,0.0010,14.8365,0.8020,0.7990,14.5754,8.7308,0.0329,0.1811,0.0283,0.1811,2.1515,-30.2972,-52.4465,149.8399,0.4235,0.0019,0.3022,149.8418,0.7622,100.0000,100.0000,0.0090,0.0121,0.2811,1.1678,0.9700,0.7878
50.0000,0.0315,0.0095,0.0006,0.0007,11.7448,3.1999,0.9511,11.7238,9.7118,0.0192,0.1029,0.0195,0.1029,2.4220,25.9078,-2.3088,85.2048,0.2445,0.0013,0.2246,85.2061,0.5115,95.1103,95.1103,0.0346,0.0100,0.1801,0.7458,0.9500,0.7783
50.0000,0.0218,0.0152,0.0010,0.0008,10.0998,3.5734,0.2184,5.0171,9.7506,0.0236,0.0842,0.0286,0.0842,2.1026,38.3670,11.7166,70.8770,0.2206,0.0010,0.1821,70.8780,0.4414,100.0000,100.0000,0.0366,0.0146,0.1309,1.1314,1.0000,0.6522
50.0000,0.0260,0.0137,0.0009,0.0011,16.0109,3.6889,0.9290,17.0928,8.9168,0.0328,0.1732,0.0187,0.1732,1.1232,-24.7861,-64.1680,143.5018,0.3980,0.0023,0.3812,143.5040,0.8208,77.0232,77.0232,0.0485,0.0124,0.3203,1.0591,0.9500,0.6274
50.0000,0.0276,0.0161,0.0007,0.0007,14.2846,0.6864,0.7829,5.7474,8.8549,0.0295,0.1521,0.0278,0.1521,1.3009,-9.6231,-39.8126,126.0648,0.3614,0.0018,0.2925,126.0666,0.6991,100.0000,100.0000,0.0076,0.0125,0.2725,1.1609,0.9700,0.8937
50.0000,0.0226,0.0170,0.0009,0.0007,11.3197,2.7344,0.0060,7.4121,8.3503,0.0185,0.0943,0.0318,0.0943,2.0292,31.9595,1.4675,78.2453,0.2390,0.0012,0.2125,78.2465,0.4927,100.0000,100.0000,0.0282,0.0123,0.1720,1.1284,1.0000,0.5819
50.0000,0.0309,0.0126,0.0008,0.0008,8.4243,1.7611,0.5815,5.0116,9.9396,0.0312,0.0702,0.0245,0.0702,1.1656,47.0958,18.8663,60.8389,0.1961,0.0009,0.1646,60.8399,0.4057,100.0000,100.0000,0.0183,0.0127,0.1336,1.3998,1.0000,0.6660
50.0000,0.0186,0.0091,0.0006,0.0010,10.1465,2.1958,0.6575,3.4378,9.9387,0.0291,0.0846,0.0205,0.0846,1.1662,37.3796,11.8609,72.0124,0.2188,0.0011,0.1926,72.0135,0.4407,100.0000,100.0000,0.0225,0.0103,0.1597,0.7831,1.0000,1.2913
50.0000,0.0266,0.0150,0.0007,0.0009,15.9537,3.4529,0.2644,16.8252,9.7892,0.0312,0.1598,0.0177,0.1598,1.4178,-15.2687,-53.0815,132.5569,0.3686,0.0021,0.3536,132.5590,0.7654,83.1748,83.1748,0.0421,0.0103,0.3012,0.8326,1.0000,1.0684
50.0000,0.0244,0.0170,0.0006,0.0006,16.0723,4.1994,0.3189,17.2379,8.3097,0.0319,0.1618,0.0188,0.1618,2.4077,-16.7479,-54.1439,134.2580,0.3744,0.0021,0.3537,134.2601,0.7707,82.7621,82.7621,0.0518,0.0143,0.2876,1.2899,1.0000,1.2678
50.0000,0.0199,0.0110,0.0010,0.0008,14.2611,1.8956,0.5497,5.3255,9.4803,0.0204,0.1188,0.0173,0.1188,1.3032,14.6647,-17.7233,98.1339,0.2754,0.0017,0.2804,98.1356,0.5886,100.0000,100.0000,0.0196,0.0128,0.2480,1.1872,1.0000,1.2920
50.0000,0.0286,0.0102,0.0009,0.0010,14.4620,3.9574,0.6198,13.0024,8.9024,0.0308,0.1385,0.0230,0.1385,1.2392,-0.3911,-27.6570,115.4482,0.3309,0.0015,0.2666,115.4498,0.6383,100.0000,100.0000,0.0401,0.0158,0.2108,0.5922,1.0000,1.2534
50.0000,0.0247,0.0116,0.0011,0.0011,14.6256,5.2183,0.2197,13.7127,9.0893,0.0186,0.1412,0.0284,0.1412,1.6648,-0.6861,-24.5240,115.7876,0.3295,0.0014,0.2547,115.7890,0.6226,100.0000,100.0000,0.0529,0.0133,0.1885,0.9111,1.0000,0.5976
50.0000,0.0188,0.0121,0.0008,0.0008,15.1975,0.3990,0.8844,16.5094,8.8399,0.0277,0.1715,0.0309,0.1715,1.0038,-22.9372,-61.0584,141.3754,0.4017,0.0023,0.3710,141.3777,0.8053,83.4906,83.4906,0.0053,0.0108,0.3550,0.8577,0.9700,0.8524
50.0000,0.0239,0.0145,0.0011,0.0009,10.1351,2.6387,0.3082,5.3667,8.6925,0.0285,0.0845,0.0192,0.0845,2.3346,37.5224,10.8081,71.8481,0.2167,0.0011,0.1889,71.8492,0.4460,100.0000,100.0000,0.0274,0.0108,0.1507,1.2798,1.0000,1.4342
50.0000,0.0207,0.0097,0.0008,0.0006,16.9554,3.8505,0.5442,8.0735,8.5746,0.0233,0.1413,0.0317,0.1413,1.6868,-1.3368,-36.9113,116.5355,0.3376,0.0019,0.3150,116.5373,0.6846,100.0000,100.0000,0.0392,0.0133,0.2626,0.6813,1.0000,0.9096
50.0000,0.0188,0.0115,0.0009,0.0008,11.7507,2.0725,0.1385,4.9119,8.2894,0.0181,0.0979,0.0194,0.0979,2.9888,29.5229,0.8761,81.0473,0.2333,0.0013,0.2305,81.0486,0.4956,100.0000,100.0000,0.0218,0.0145,0.1942,0.7347,1.0000,1.1104
50.0000,0.0327,0.0099,0.0007,0.0010,10.3373,3.2870,0.7411,3.5915,8.5253,0.0222,0.1162,0.0265,0.1162,2.3519,16.2516,-2.6924,96.3096,0.2811,0.0011,0.1880,96.3107,0.5135,100.0000,100.0000,0.0339,0.0124,0.1417,1.2394,0.9700,1.1862
50.0000,0.0199,0.0098,0.0006,0.0010,14.5064,0.0245,0.5750,0.0741,9.4310,0.0262,0.1209,0.0323,0.1209,1.3060,12.4806,-26.5602,100.6455,0.3003,0.0019,0.3012,100.6473,0.6328,100.0000,100.0000,0.0009,0.0100,0.2903,1.1581,1.0000,1.1233
50.0000,0.0272,0.0095,0.0007,0.0008,16.3064,3.9591,0.5112,7.2806,8.8832,0.0330,0.1359,0.0191,0.1359,1.7588,1.1667,-32.2690,113.6566,0.3239,0.0018,0.2992,113.6583,0.6613,100.0000,100.0000,0.0404,0.0112,0.2476,1.1473,1.0000,1.1717
50.0000,0.0275,0.0150,0.0008,0.0008,11.2024,0.9954,0.6666,3.1862,9.7373,0.0219,0.0934,0.0180,0.0934,2.8536,32.1949,-0.3669,77.9745,0.2266,0.0014,0.2311,77.9759,0.5018,100.0000,100.0000,0.0111,0.0150,0.2049,1.3647,1.0000,1.4525
50.0000,0.0308,0.0121,0.0007,0.0009,8.8616,4.2461,0.0987,16.6303,8.0269,0.0328,0.0886,0.0288,0.0886,2.5300,34.1044,8.9444,75.7791,0.2388,0.0009,0.1719,75.7800,0.4553,83.3697,83.3697,0.0519,0.0088,0.1113,0.8027,1.0000,1.0252
50.0000,0.0291,0.0135,0.0006,0.0008,16.1554,2.4136,0.1236,14.6927,9.5882,0.0189,0.1578,0.0248,0.1578,2.9578,-12.2574,-43.3359,129.0941,0.3593,0.0019,0.3134,129.0960,0.7167,100.0000,100.0000,0.0253,0.0128,0.2753,1.3873,1.0000,0.7437
50.0000,0.0206,0.0095,0.0009,0.0007,15.3077,5.3353,0.3402,3.3921,8.0243,0.0174,0.1276,0.0253,0.1276,2.2499,8.9848,-19.5023,104.6660,0.2978,0.0015,0.2680,104.6675,0.5975,100.0000,100.0000,0.0542,0.0139,0.1999,0.6208,1.0000,0.8805
50.0000,0.0173,0.0129,0.0009,0.0009,16.1209,0.7527,0.3713,13.4771,9.7501,0.0251,0.1553,0.0265,0.1553,2.1941,-11.2823,-45.3082,127.9726,0.3621,0.0020,0.3325,127.9747,0.7265,100.0000,100.0000,0.0083,0.0160,0.3082,0.5220,1.0000,1.4898
50.0000,0.0185,0.0163,0.0009,0.0007,11.3435,1.3494,0.7128,2.8062,8.5192,0.0305,0.1326,0.0218,0.1326,1.0644,3.7641,-16.3487,110.6699,0.3175,0.0014,0.2279,110.6713,0.5817,100.0000,100.0000,0.0141,0.0132,0.2006,1.0544,0.9700,1.2062
50.0000,0.0319,0.0115,0.0008,0.0010,14.4038,1.9934,0.3144,11.2579,9.9482,0.0191,0.1200,0.0234,0.1200,2.8555,14.0050,-21.9012,98.8925,0.2826,0.0017,0.2817,98.8942,0.6095,100.0000,100.0000,0.0210,0.0122,0.2486,0.8090,1.0000,0.6794
50.0000,0.0236,0.0084,0.0009,0.0007,14.0578,0.5909,0.7207,4.0938,8.8064,0.0265,0.1625,0.0225,0.1625,2.4124,-16.5327,-40.0051,134.0108,0.3741,0.0018,0.2923,134.0126,0.7000,100.0000,100.0000,0.0070,0.0155,0.2698,1.3981,0.9700,0.7731
50.0000,0.0302,0.0158,0.0008,0.0008,8.1602,0.8190,0.2375,15.6180,9.0167,0.0219,0.0806,0.0326,0.0806,1.5649,41.0851,8.5393,67.7510,0.2156,0.0012,0.1942,67.7522,0.4573,84.3820,84.3820,0.0104,0.0091,0.1747,0.9907,1.0000,1.2947
50.0000,0.0210,0.0087,0.0011,0.0009,12.7671,3.0339,0.2951,11.1349,8.5317,0.0174,0.1064,0.0299,0.1064,2.3731,23.7150,-6.0818,87.7264,0.2601,0.0014,0.2387,87.7278,0.5304,100.0000,100.0000,0.0312,0.0125,0.1950,0.5786,1.0000,0.6356
50.0000,0.0308,0.0132,0.0007,0.0008,12.6857,0.1804,0.2253,17.8400,8.6003,0.0219,0.1287,0.0193,0.1287,2.3222,7.6297,-32.0578,106.2239,0.2985,0.0020,0.3163,106.2258,0.6603,82.1600,82.1600,0.0030,0.0083,0.3049,0.7057,1.0000,0.8424
50.0000,0.0254,0.0121,0.0006,0.0006,9.9781,1.6260,0.9298,1.5494,9.5589,0.0209,0.0894,0.0195,0.0894,1.4172,35.0711,5.9203,74.6670,0.2192,0.0012,0.2125,74.6682,0.4704,92.9846,92.9846,0.0182,0.0144,0.1799,0.9071,0.9500,0.5481
50.0000,0.0264,0.0131,0.0009,0.0010,12.0322,4.3224,0.1475,16.0152,9.9693,0.0225,0.1194,0.0246,0.1194,1.8914,14.0154,-15.7424,98.8809,0.2858,0.0014,0.2514,98.8823,0.5787,83.9848,83.9848,0.0523,0.0147,0.1844,1.0585,1.0000,1.3709
50.0000,0.0281,0.0089,0.0006,0.0006,8.0489,1.5708,0.3507,5.6342,9.9998,0.0318,0.0671,0.0267,0.0671,2.9437,49.1872,21.9322,58.4338,0.1927,0.0009,0.1593,58.4347,0.3903,100.0000,100.0000,0.0168,0.0122,0.1304,0.8216,1.0000,1.4646
50.0000,0.0203,0.0085,0.0006,0.0008,12.0465,3.6331,0.0973,16.6981,9.6355,0.0237,0.1205,0.0260,0.1205,1.2159,13.0726,-16.4309,99.9650,0.2907,0.0015,0.2612,99.9665,0.5822,83.3019,83.3019,0.0442,0.0143,0.2027,0.9013,1.0000,1.2338
50.0000,0.0239,0.0107,0.0009,0.0009,11.8691,3.9168,0.6930,5.0627,8.9951,0.0296,0.0989,0.0194,0.0989,2.4689,27.3350,0.2992,83.5635,0.2468,0.0012,0.2153,83.5647,0.4985,100.0000,100.0000,0.0402,0.0153,0.1598,1.1543,1.0000,1.3475
50.0000,0.0206,0.0089,0.0007,0.0006,15.0379,1.2594,0.4528,5.5312,9.5860,0.0207,0.1253,0.0275,0.1253,1.1133,10.1280,-26.2299,103.3510,0.2988,0.0018,0.3016,103.3528,0.6311,100.0000,100.0000,0.0133,0.0122,0.2761,1.4667,1.0000,0.9919
50.0000,0.0213,0.0156,0.0007,0.0010,14.9616,5.4952,0.9025,17.4094,8.8603,0.0311,0.1673,0.0192,0.1673,2.4953,-20.4096,-53.5151,138.4691,0.3848,0.0019,0.3442,138.4710,0.7676,74.5421,74.5421,0.0748,0.0148,0.2545,1.3608,0.9500,0.9565
50.0000,0.0188,0.0160,0.0007,0.0010,15.9274,4.2440,0.6557,13.0234,9.3065,0.0329,0.1526,0.0281,0.1526,1.9414,-10.4550,-38.8244,127.0215,0.3662,0.0017,0.2915,127.0232,0.6941,100.0000,100.0000,0.0433,0.0139,0.2343,1.0202,1.0000,1.0969
50.0000,0.0246,0.0152,0.0006,0.0008,14.3361,0.7116,0.4226,0.6127,9.9244,0.0216,0.1195,0.0280,0.1195,2.4472,14.0699,-23.7977,98.8178,0.2886,0.0018,0.2891,98.8196,0.6190,100.0000,100.0000,0.0082,0.0081,0.2729,1.3348,1.0000,0.7175
50.0000,0.0245,0.0109,0.0009,0.0010,10.2950,2.7987,0.8300,17.3072,8.7548,0.0210,0.1250,0.0204,0.1250,1.3218,10.2988,-11.9204,103.1550,0.2915,0.0013,0.2307,103.1563,0.5596,82.6928,82.6928,0.0346,0.0141,0.1821,1.2072,0.9700,1.3761
50.0000,0.0292,0.0108,0.0006,0.0009,12.5262,3.7342,0.1062,7.8852,8.5017,0.0290,0.1044,0.0242,0.1044,1.3552,23.6053,-6.3593,87.8527,0.2620,0.0013,0.2284,87.8540,0.5318,100.0000,100.0000,0.0380,0.0139,0.1765,1.0601,1.0000,1.1568
50.0000,0.0325,0.0124,0.0009,0.0008,13.0987,0.4555,0.4320,15.9244,8.2226,0.0329,0.1298,0.0291,0.1298,1.8715,5.3868,-38.1621,108.8032,0.3216,0.0020,0.3226,108.8051,0.6908,84.0756,84.0756,0.0062,0.0149,0.3015,0.8524,1.0000,1.3483
50.0000,0.0177,0.0126,0.0009,0.0006,9.0031,3.2242,0.7197,1.4301,9.6440,0.0311,0.1043,0.0197,0.1043,1.6542,23.4208,9.4650,88.0653,0.2593,0.0009,0.1617,88.0661,0.4527,100.0000,100.0000,0.0330,0.0127,0.1160,1.0334,0.9700,0.8227
